"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2007","Vereinigtes Königreich","Anteil der Bevölkerung  jünger als 15 Jahre","17.8",""
"2007","Vereinigtes Königreich","Anteil der Bevölkerung jünger als 20 Jahre","24.3",""
"2007","Vereinigtes Königreich","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.8",""
"2007","Vereinigtes Königreich","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.9",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Medianalter der Bevölkerung","40.1",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.9",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","22.0",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.2",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Medianalter der Bevölkerung","40.1",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.9",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","22.1",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.2",""
"2007","Europäische Freihandelsassoziation","Medianalter der Bevölkerung","39.7",""
"2007","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.4",""
"2007","Europäische Freihandelsassoziation","Anteil der Bevölkerung  jünger als 15 Jahre","17.2",""
"2007","Europäische Freihandelsassoziation","Anteil der Bevölkerung jünger als 20 Jahre","23.5",""
"2007","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.7",""
"2007","Europäische Freihandelsassoziation","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.0",""
"2007","Island","Medianalter der Bevölkerung","34.6",""
"2007","Island","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.0",""
"2007","Island","Anteil der Bevölkerung  jünger als 15 Jahre","21.3",""
"2007","Island","Anteil der Bevölkerung jünger als 20 Jahre","28.8",""
"2007","Island","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.9",""
"2007","Island","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.2",""
"2007","Liechtenstein","Medianalter der Bevölkerung","39.2",""
"2007","Liechtenstein","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3",""
"2007","Liechtenstein","Anteil der Bevölkerung  jünger als 15 Jahre","17.1",""
"2007","Liechtenstein","Anteil der Bevölkerung jünger als 20 Jahre","23.3",""
"2007","Liechtenstein","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.8",""
"2007","Liechtenstein","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.8",""
"2007","Norwegen","Medianalter der Bevölkerung","38.2",""
"2007","Norwegen","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.2",""
"2007","Norwegen","Anteil der Bevölkerung  jünger als 15 Jahre","19.4",""
"2007","Norwegen","Anteil der Bevölkerung jünger als 20 Jahre","25.9",""
"2007","Norwegen","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.5",""
"2007","Norwegen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","22.2",""
"2007","Schweiz","Medianalter der Bevölkerung","40.8",""
"2007","Schweiz","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2007","Schweiz","Anteil der Bevölkerung  jünger als 15 Jahre","15.8",""
"2007","Schweiz","Anteil der Bevölkerung jünger als 20 Jahre","21.7",""
"2007","Schweiz","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Schweiz","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.8",""
"2007","Montenegro","Medianalter der Bevölkerung","35.6",""
"2007","Montenegro","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.2",""
"2007","Montenegro","Anteil der Bevölkerung  jünger als 15 Jahre","20.1",""
"2007","Montenegro","Anteil der Bevölkerung jünger als 20 Jahre","27.7",""
"2007","Montenegro","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.6",""
"2007","Montenegro","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.2",""
"2007","Die ehemalige jugoslawische Republik Mazedonien","Medianalter der Bevölkerung","34.9",""
"2007","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2007","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung  jünger als 15 Jahre","18.9",""
"2007","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung jünger als 20 Jahre","26.9",""
"2007","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.1",""
"2007","Die ehemalige jugoslawische Republik Mazedonien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.0",""
"2007","Albanien","Medianalter der Bevölkerung","28.9",""
"2007","Albanien","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.5",""
"2007","Albanien","Anteil der Bevölkerung  jünger als 15 Jahre","24.9",""
"2007","Albanien","Anteil der Bevölkerung jünger als 20 Jahre","34.9",""
"2007","Albanien","Anteil der Bevölkerung im Alter von 5-9 Jahren","8.1",""
"2007","Albanien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","13.3",""
"2007","Serbien","Medianalter der Bevölkerung","41.0",""
"2007","Serbien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2007","Serbien","Anteil der Bevölkerung  jünger als 15 Jahre","15.6",""
"2007","Serbien","Anteil der Bevölkerung jünger als 20 Jahre","21.7",""
"2007","Serbien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2007","Serbien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.6",""
"2007","Türkei","Medianalter der Bevölkerung","28.0",""
"2007","Türkei","Anteil der Bevölkerung im Alter von 0-4 Jahren","8.4",""
"2007","Türkei","Anteil der Bevölkerung  jünger als 15 Jahre","26.6",""
"2007","Türkei","Anteil der Bevölkerung jünger als 20 Jahre","35.6",""
"2007","Türkei","Anteil der Bevölkerung im Alter von 5-9 Jahren","9.2",""
"2007","Türkei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","10.2",""
"2007","Andorra","Medianalter der Bevölkerung","38.0",""
"2007","Andorra","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.7",""
"2007","Andorra","Anteil der Bevölkerung  jünger als 15 Jahre","14.9",""
"2007","Andorra","Anteil der Bevölkerung jünger als 20 Jahre","19.5",""
"2007","Andorra","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.4",""
"2007","Andorra","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.0",""
"2007","Belarus","Medianalter der Bevölkerung","38.0",""
"2007","Belarus","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.6",""
"2007","Belarus","Anteil der Bevölkerung  jünger als 15 Jahre","14.9",""
"2007","Belarus","Anteil der Bevölkerung jünger als 20 Jahre","22.6",""
"2007","Belarus","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7",""
"2007","Belarus","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.7",""
"2007","Bosnien und Herzegowina","Medianalter der Bevölkerung",":",""
"2007","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2007","Bosnien und Herzegowina","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2007","Bosnien und Herzegowina","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2007","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2007","Bosnien und Herzegowina","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2007","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Medianalter der Bevölkerung",":",""
"2007","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2007","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2007","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2007","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2007","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2007","Moldau","Medianalter der Bevölkerung","33.2",""
"2007","Moldau","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2007","Moldau","Anteil der Bevölkerung  jünger als 15 Jahre","18.2",""
"2007","Moldau","Anteil der Bevölkerung jünger als 20 Jahre","27.7",""
"2007","Moldau","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5",""
"2007","Moldau","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","14.4",""
"2007","Monaco","Medianalter der Bevölkerung",":",""
"2007","Monaco","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2007","Monaco","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2007","Monaco","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2007","Monaco","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2007","Monaco","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2007","Russland","Medianalter der Bevölkerung","37.5",""
"2007","Russland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2007","Russland","Anteil der Bevölkerung  jünger als 15 Jahre","14.7",""
"2007","Russland","Anteil der Bevölkerung jünger als 20 Jahre","22.5",""
"2007","Russland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.5",""
"2007","Russland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.7",""
"2007","San Marino","Medianalter der Bevölkerung",":",""
"2007","San Marino","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2007","San Marino","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2007","San Marino","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2007","San Marino","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2007","San Marino","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2007","Ukraine","Medianalter der Bevölkerung","39.0",""
"2007","Ukraine","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.5",""
"2007","Ukraine","Anteil der Bevölkerung  jünger als 15 Jahre","14.2",""
"2007","Ukraine","Anteil der Bevölkerung jünger als 20 Jahre","21.5",""
"2007","Ukraine","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.3",""
"2007","Ukraine","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.6",""
"2007","Armenien","Medianalter der Bevölkerung","31.8",""
"2007","Armenien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.5",""
"2007","Armenien","Anteil der Bevölkerung  jünger als 15 Jahre","19.7",""
"2007","Armenien","Anteil der Bevölkerung jünger als 20 Jahre","29.6",""
"2007","Armenien","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.3",""
"2007","Armenien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","15.6",""
"2007","Aserbaidschan","Medianalter der Bevölkerung","28.2",""
"2007","Aserbaidschan","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.5",""
"2007","Aserbaidschan","Anteil der Bevölkerung  jünger als 15 Jahre","23.8",""
"2007","Aserbaidschan","Anteil der Bevölkerung jünger als 20 Jahre","34.7",""
"2007","Aserbaidschan","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.7",""
"2007","Aserbaidschan","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","10.2",""
"2007","Georgien","Medianalter der Bevölkerung","35.8",""
"2007","Georgien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3",""
"2007","Georgien","Anteil der Bevölkerung  jünger als 15 Jahre","17.7",""
"2007","Georgien","Anteil der Bevölkerung jünger als 20 Jahre","26.2",""
"2007","Georgien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.6",""
"2007","Georgien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","21.6",""
"2008","Europäische Union (28 Länder)","Medianalter der Bevölkerung","40.4",""
"2008","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2008","Europäische Union (28 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.8",""
"2008","Europäische Union (28 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.8",""
"2008","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Europäische Union (28 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.5",""
"2008","Europäische Union (27 Länder)","Medianalter der Bevölkerung","40.4",""
"2008","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2008","Europäische Union (27 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.8",""
"2008","Europäische Union (27 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.8",""
"2008","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Europäische Union (27 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.5",""
"2008","Euroraum (19 Länder)","Medianalter der Bevölkerung","41.1",""
"2008","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2008","Euroraum (19 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2008","Euroraum (19 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.2",""
"2008","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Euroraum (19 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.9",""
"2008","Euroraum (18 Länder)","Medianalter der Bevölkerung","41.1",""
"2008","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2008","Euroraum (18 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.4",""
"2008","Euroraum (18 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.1",""
"2008","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1",""
"2008","Euroraum (18 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.9",""
"2008","Euroraum (17 Länder)","Medianalter der Bevölkerung","41.1",""
"2008","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2008","Euroraum (17 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2008","Euroraum (17 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.2",""
"2008","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Euroraum (17 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.9",""
"2008","Euroraum (16 Länder)","Medianalter der Bevölkerung","41.1",""
"2008","Euroraum (16 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2008","Euroraum (16 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2008","Euroraum (16 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.2",""
"2008","Euroraum (16 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Euroraum (16 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.9",""
"2008","Belgien","Medianalter der Bevölkerung","40.7",""
"2008","Belgien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2008","Belgien","Anteil der Bevölkerung  jünger als 15 Jahre","16.9",""
"2008","Belgien","Anteil der Bevölkerung jünger als 20 Jahre","23.0",""
"2008","Belgien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5",""
"2008","Belgien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.8",""
"2008","Bulgarien","Medianalter der Bevölkerung","41.9",""
"2008","Bulgarien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.4",""
"2008","Bulgarien","Anteil der Bevölkerung  jünger als 15 Jahre","13.1",""
"2008","Bulgarien","Anteil der Bevölkerung jünger als 20 Jahre","19.3",""
"2008","Bulgarien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.2",""
"2008","Bulgarien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.8",""
"2008","Tschechische Republik","Medianalter der Bevölkerung","39.3",""
"2008","Tschechische Republik","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2008","Tschechische Republik","Anteil der Bevölkerung  jünger als 15 Jahre","14.2",""
"2008","Tschechische Republik","Anteil der Bevölkerung jünger als 20 Jahre","20.4",""
"2008","Tschechische Republik","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.4",""
"2008","Tschechische Republik","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.6",""
"2008","Dänemark","Medianalter der Bevölkerung","40.2",""
"2008","Dänemark","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.9",""
"2008","Dänemark","Anteil der Bevölkerung  jünger als 15 Jahre","18.4",""
"2008","Dänemark","Anteil der Bevölkerung jünger als 20 Jahre","24.5",""
"2008","Dänemark","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.1",""
"2008","Dänemark","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.6",""
"2008","Deutschland (bis 1990 früheres Gebiet der BRD)","Medianalter der Bevölkerung","43.2",""
"2008","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.2",""
"2008","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung  jünger als 15 Jahre","13.7",""
"2008","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung jünger als 20 Jahre","19.4",""
"2008","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.6",""
"2008","Deutschland (bis 1990 früheres Gebiet der BRD)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.4",""
"2008","Deutschland (einschl. ehemalige DDR)","Medianalter der Bevölkerung","43.2",""
"2008","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.2",""
"2008","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung  jünger als 15 Jahre","13.7",""
"2008","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung jünger als 20 Jahre","19.4",""
"2008","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.6",""
"2008","Deutschland (einschl. ehemalige DDR)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.4",""
"2008","Estland","Medianalter der Bevölkerung","39.8",""
"2008","Estland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3",""
"2008","Estland","Anteil der Bevölkerung  jünger als 15 Jahre","14.8",""
"2008","Estland","Anteil der Bevölkerung jünger als 20 Jahre","21.8",""
"2008","Estland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.6",""
"2008","Estland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.8",""
"2008","Irland","Medianalter der Bevölkerung","33.4",""
"2008","Irland","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.2",""
"2008","Irland","Anteil der Bevölkerung  jünger als 15 Jahre","20.4",""
"2008","Irland","Anteil der Bevölkerung jünger als 20 Jahre","27.0",""
"2008","Irland","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.8",""
"2008","Irland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","15.6",""
"2008","Griechenland","Medianalter der Bevölkerung","40.3",""
"2008","Griechenland","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2008","Griechenland","Anteil der Bevölkerung  jünger als 15 Jahre","14.6",""
"2008","Griechenland","Anteil der Bevölkerung jünger als 20 Jahre","20.2",""
"2008","Griechenland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2008","Griechenland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","28.0",""
"2008","Spanien","Medianalter der Bevölkerung","39.2",""
"2008","Spanien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3",""
"2008","Spanien","Anteil der Bevölkerung  jünger als 15 Jahre","14.6",""
"2008","Spanien","Anteil der Bevölkerung jünger als 20 Jahre","19.7",""
"2008","Spanien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.8",""
"2008","Spanien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.8",""
"2008","Frankreich","Medianalter der Bevölkerung","39.3",""
"2008","Frankreich","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.2",""
"2008","Frankreich","Anteil der Bevölkerung  jünger als 15 Jahre","18.5",""
"2008","Frankreich","Anteil der Bevölkerung jünger als 20 Jahre","24.9",""
"2008","Frankreich","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.3",""
"2008","Frankreich","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.2",""
"2008","Frankreich (metropolitanes)","Medianalter der Bevölkerung","39.5",""
"2008","Frankreich (metropolitanes)","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.1",""
"2008","Frankreich (metropolitanes)","Anteil der Bevölkerung  jünger als 15 Jahre","18.3",""
"2008","Frankreich (metropolitanes)","Anteil der Bevölkerung jünger als 20 Jahre","24.7",""
"2008","Frankreich (metropolitanes)","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.2",""
"2008","Frankreich (metropolitanes)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.5",""
"2008","Kroatien","Medianalter der Bevölkerung","41.5",""
"2008","Kroatien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.7",""
"2008","Kroatien","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2008","Kroatien","Anteil der Bevölkerung jünger als 20 Jahre","21.4",""
"2008","Kroatien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.0",""
"2008","Kroatien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.7",""
"2008","Italien","Medianalter der Bevölkerung","42.7",""
"2008","Italien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.7",""
