"TIME","GEO","INDIC_DE","Value"
"2008","Euro area (18 countries)","Median age of population","41.1"
"2008","Euro area (18 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.2"
"2008","Euro area (18 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","80.2"
"2008","Euro area (18 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2008","Euro area (18 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.2"
"2008","Euro area (18 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.9"
"2008","Euro area (18 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","42.0"
"2008","Euro area (17 countries)","Median age of population","41.1"
"2008","Euro area (17 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.2"
"2008","Euro area (17 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","80.2"
"2008","Euro area (17 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2008","Euro area (17 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.2"
"2008","Euro area (17 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.9"
"2008","Euro area (17 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","42.0"
"2008","Euro area (16 countries)","Median age of population","41.1"
"2008","Euro area (16 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.2"
"2008","Euro area (16 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","80.2"
"2008","Euro area (16 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2008","Euro area (16 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.2"
"2008","Euro area (16 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.9"
"2008","Euro area (16 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","42.0"
"2008","Belgium","Median age of population","40.7"
"2008","Belgium","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.4"
"2008","Belgium","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","83.7"
"2008","Belgium","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","25.6"
"2008","Belgium","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","42.3"
"2008","Belgium","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.8"
"2008","Belgium","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","41.5"
"2008","Bulgaria","Median age of population","41.9"
"2008","Bulgaria","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","44.8"
"2008","Bulgaria","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","77.2"
"2008","Bulgaria","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","19.0"
"2008","Bulgaria","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","34.2"
"2008","Bulgaria","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.8"
"2008","Bulgaria","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.1"
"2008","Czech Republic","Median age of population","39.3"
"2008","Czech Republic","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","40.6"
"2008","Czech Republic","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","71.5"
"2008","Czech Republic","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.0"
"2008","Czech Republic","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","35.0"
"2008","Czech Republic","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","20.6"
"2008","Czech Republic","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","36.5"
"2008","Denmark","Median age of population","40.2"
"2008","Denmark","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.6"
"2008","Denmark","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","88.5"
"2008","Denmark","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","28.0"
"2008","Denmark","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","46.3"
"2008","Denmark","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.6"
"2008","Denmark","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","42.3"
"2008","Germany (until 1990 former territory of the FRG)","Median age of population","43.2"
"2008","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.1"
"2008","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","80.6"
"2008","Germany (until 1990 former territory of the FRG)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.7"
"2008","Germany (until 1990 former territory of the FRG)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","35.0"
"2008","Germany (until 1990 former territory of the FRG)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","30.4"
"2008","Germany (until 1990 former territory of the FRG)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.6"
"2008","Germany (including former GDR)","Median age of population","43.2"
"2008","Germany (including former GDR)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.1"
"2008","Germany (including former GDR)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","80.6"
"2008","Germany (including former GDR)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.7"
"2008","Germany (including former GDR)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","35.0"
"2008","Germany (including former GDR)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","30.4"
"2008","Germany (including former GDR)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.6"
"2008","Estonia","Median age of population","39.8"
"2008","Estonia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","47.7"
"2008","Estonia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.3"
"2008","Estonia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.9"
"2008","Estonia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","39.2"
"2008","Estonia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.8"
"2008","Estonia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.2"
"2008","Ireland","Median age of population","33.4"
"2008","Ireland","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","45.2"
"2008","Ireland","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","72.9"
"2008","Ireland","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","29.6"
"2008","Ireland","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","46.6"
"2008","Ireland","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","15.6"
"2008","Ireland","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","26.3"
"2008","Greece","Median age of population","40.3"
"2008","Greece","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","49.9"
"2008","Greece","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.6"
"2008","Greece","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.9"
"2008","Greece","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","36.4"
"2008","Greece","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","28.0"
"2008","Greece","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.3"
"2008","Spain","Median age of population","39.2"
"2008","Spain","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","45.1"
"2008","Spain","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","70.3"
"2008","Spain","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.2"
"2008","Spain","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","33.6"
"2008","Spain","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.8"
"2008","Spain","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","36.7"
"2008","France","Median age of population","39.3"
"2008","France","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","53.6"
"2008","France","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","87.4"
"2008","France","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","28.4"
"2008","France","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","46.7"
"2008","France","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.2"
"2008","France","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.7"
"2008","France (metropolitan)","Median age of population","39.5"
"2008","France (metropolitan)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","53.6"
"2008","France (metropolitan)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","87.3"
"2008","France (metropolitan)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","28.1"
"2008","France (metropolitan)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","46.2"
"2008","France (metropolitan)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.5"
"2008","France (metropolitan)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","41.1"
"2008","Croatia","Median age of population","41.5"
"2008","Croatia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.0"
"2008","Croatia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.8"
"2008","Croatia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.2"
"2008","Croatia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.4"
"2008","Croatia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.7"
"2008","Croatia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","41.4"
"2008","Italy","Median age of population","42.7"
"2008","Italy","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","52.1"
"2008","Italy","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","82.0"
"2008","Italy","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.4"
"2008","Italy","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","34.7"
"2008","Italy","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","30.7"
"2008","Italy","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","47.3"
"2008","Cyprus","Median age of population","35.4"
"2008","Cyprus","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","44.1"
"2008","Cyprus","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","76.5"
"2008","Cyprus","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","26.2"
"2008","Cyprus","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","46.1"
"2008","Cyprus","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","17.9"
"2008","Cyprus","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","30.4"
"2008","Latvia","Median age of population","39.9"
"2008","Latvia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","46.2"
"2008","Latvia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","78.7"
"2008","Latvia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.5"
"2008","Latvia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.3"
"2008","Latvia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.7"
"2008","Latvia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.5"
"2008","Lithuania","Median age of population","39.6"
"2008","Lithuania","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.1"
"2008","Lithuania","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","81.1"
"2008","Lithuania","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.9"
"2008","Lithuania","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","41.7"
"2008","Lithuania","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.2"
"2008","Lithuania","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","39.4"
"2008","Luxembourg","Median age of population","38.6"
"2008","Luxembourg","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","47.4"
"2008","Luxembourg","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","74.7"
"2008","Luxembourg","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","26.8"
"2008","Luxembourg","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","42.0"
"2008","Luxembourg","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","20.6"
"2008","Luxembourg","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","32.7"
"2008","Hungary","Median age of population","39.4"
"2008","Hungary","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","45.3"
"2008","Hungary","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","75.5"
"2008","Hungary","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.8"
"2008","Hungary","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.2"
"2008","Hungary","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.5"
"2008","Hungary","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","38.3"
"2008","Malta","Median age of population","39.3"
"2008","Malta","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","42.8"
"2008","Malta","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","78.2"
"2008","Malta","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.0"
"2008","Malta","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","41.1"
"2008","Malta","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","19.9"
"2008","Malta","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","37.1"
"2008","Netherlands","Median age of population","40.0"
"2008","Netherlands","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.4"
"2008","Netherlands","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","81.2"
"2008","Netherlands","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","26.6"
"2008","Netherlands","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","43.5"
"2008","Netherlands","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","21.8"
"2008","Netherlands","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","37.7"
"2008","Austria","Median age of population","40.9"
"2008","Austria","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.2"
"2008","Austria","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","77.9"
"2008","Austria","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.8"
"2008","Austria","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.1"
"2008","Austria","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.4"
"2008","Austria","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","39.9"
"2008","Poland","Median age of population","37.3"
"2008","Poland","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","40.7"
"2008","Poland","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","68.4"
"2008","Poland","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.8"
"2008","Poland","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.0"
"2008","Poland","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","18.9"
"2008","Poland","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","30.4"
"2008","Portugal","Median age of population","40.4"
"2008","Portugal","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","49.9"
"2008","Portugal","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.6"
"2008","Portugal","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.4"
"2008","Portugal","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.9"
"2008","Portugal","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.6"
"2008","Portugal","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","41.7"
"2008","Romania","Median age of population","38.7"
"2008","Romania","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","46.6"
"2008","Romania","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","78.1"
"2008","Romania","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","24.0"
"2008","Romania","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","40.4"
"2008","Romania","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","22.6"
"2008","Romania","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","37.8"
"2008","Slovenia","Median age of population","41.0"
"2008","Slovenia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","43.3"
"2008","Slovenia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","69.4"
"2008","Slovenia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.0"
"2008","Slovenia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","33.2"
"2008","Slovenia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.3"
"2008","Slovenia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","36.2"
"2008","Slovakia","Median age of population","36.3"
"2008","Slovakia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","38.9"
"2008","Slovakia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","66.6"
"2008","Slovakia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.1"
"2008","Slovakia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.5"
"2008","Slovakia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","16.8"
"2008","Slovakia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","28.1"
"2008","Finland","Median age of population","41.5"
"2008","Finland","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.1"
"2008","Finland","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","86.1"
"2008","Finland","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","25.3"
"2008","Finland","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","43.1"
"2008","Finland","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","24.8"
"2008","Finland","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.0"
"2008","Sweden","Median age of population","40.6"
"2008","Sweden","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","52.2"
"2008","Sweden","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","92.4"
"2008","Sweden","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","25.6"
"2008","Sweden","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","45.6"
"2008","Sweden","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.7"
"2008","Sweden","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","46.7"
"2008","United Kingdom","Median age of population","39.1"
"2008","United Kingdom","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.8"
"2008","United Kingdom","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","85.1"
"2008","United Kingdom","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","26.7"
"2008","United Kingdom","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","44.8"
"2008","United Kingdom","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","24.0"
"2008","United Kingdom","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.3"
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Median age of population","40.4"
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","49.0"
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.8"
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.6"
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","39.2"
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.4"
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.5"
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Median age of population","40.4"
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","49.0"
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.8"
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.6"
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","39.3"
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.4"
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.5"
"2008","European Free Trade Association","Median age of population","39.9"
"2008","European Free Trade Association","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.4"
"2008","European Free Trade Association","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","80.9"
"2008","European Free Trade Association","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","25.2"
"2008","European Free Trade Association","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","42.1"
"2008","European Free Trade Association","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.2"
"2008","European Free Trade Association","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","38.8"
"2008","Iceland","Median age of population","34.6"
"2008","Iceland","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.1"
"2008","Iceland","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.7"
"2008","Iceland","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","31.0"
"2008","Iceland","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","51.1"
"2008","Iceland","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","17.1"
"2008","Iceland","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","28.7"
"2008","Liechtenstein","Median age of population","39.7"
"2008","Liechtenstein","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","41.1"
"2008","Liechtenstein","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","69.8"
"2008","Liechtenstein","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.7"
"2008","Liechtenstein","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.9"
"2008","Liechtenstein","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","17.5"
"2008","Liechtenstein","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","30.9"
"2008","Norway","Median age of population","38.4"
"2008","Norway","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.0"
"2008","Norway","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","86.2"
"2008","Norway","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","28.9"
"2008","Norway","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","48.1"
"2008","Norway","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","22.1"
"2008","Norway","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","38.2"
"2008","Switzerland","Median age of population","41.0"
"2008","Switzerland","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","46.8"
"2008","Switzerland","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","77.8"
"2008","Switzerland","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.8"
"2008","Switzerland","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.2"
"2008","Switzerland","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","24.1"
"2008","Switzerland","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","39.6"
"2008","Montenegro","Median age of population","35.9"
"2008","Montenegro","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.7"
"2008","Montenegro","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.9"
"2008","Montenegro","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","29.4"
"2008","Montenegro","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","49.1"
"2008","Montenegro","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","19.3"
"2008","Montenegro","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","30.9"
"2008","Former Yugoslav Republic of Macedonia, the","Median age of population","35.2"
"2008","Former Yugoslav Republic of Macedonia, the","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","42.5"
