"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-10-10 16:14:06 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
"Rep. of Korea","Syrian Arab Rep.",2016,May,5
"Rep. of Korea","Syrian Arab Rep.",2016,June,3
"Rep. of Korea","United Rep. of Tanzania",2016,June,1
"Rep. of Korea",Thailand,2016,January,10
"Rep. of Korea",Thailand,2016,February,6
"Rep. of Korea",Thailand,2016,March,9
"Rep. of Korea",Thailand,2016,April,2
"Rep. of Korea",Thailand,2016,May,8
"Rep. of Korea",Thailand,2016,June,16
"Rep. of Korea",Tajikistan,2016,January,1
"Rep. of Korea",Tajikistan,2016,April,1
"Rep. of Korea",Tajikistan,2016,May,2
"Rep. of Korea",Tajikistan,2016,June,3
"Rep. of Korea",Tunisia,2016,April,1
"Rep. of Korea",Tunisia,2016,May,4
"Rep. of Korea",Tunisia,2016,June,1
"Rep. of Korea",Turkey,2016,February,1
"Rep. of Korea",Turkey,2016,June,1
"Rep. of Korea",Uganda,2016,January,3
"Rep. of Korea",Uganda,2016,February,4
"Rep. of Korea",Uganda,2016,March,1
"Rep. of Korea",Uganda,2016,April,7
"Rep. of Korea",Uganda,2016,May,2
"Rep. of Korea",Uganda,2016,June,19
"Rep. of Korea",Ukraine,2016,April,3
"Rep. of Korea",Uzbekistan,2016,January,17
"Rep. of Korea",Uzbekistan,2016,February,18
"Rep. of Korea",Uzbekistan,2016,March,10
"Rep. of Korea",Uzbekistan,2016,April,14
"Rep. of Korea",Uzbekistan,2016,May,14
"Rep. of Korea",Uzbekistan,2016,June,19
"Rep. of Korea","South Sudan",2016,March,1
"Rep. of Korea",Yemen,2016,February,3
"Rep. of Korea",Yemen,2016,March,4
"Rep. of Korea",Yemen,2016,April,1
"Rep. of Korea",Yemen,2016,May,8
"Rep. of Korea",Yemen,2016,June,6
"Rep. of Korea",Zimbabwe,2016,March,1
Liechtenstein,Afghanistan,2016,May,1
Liechtenstein,Albania,2016,July,5
Liechtenstein,Armenia,2016,May,1
Liechtenstein,Azerbaijan,2016,February,1
Liechtenstein,Azerbaijan,2016,March,1
Liechtenstein,"Czech Rep.",2016,June,1
Liechtenstein,Eritrea,2016,February,1
Liechtenstein,Eritrea,2016,May,1
Liechtenstein,Ethiopia,2016,July,1
Liechtenstein,Hungary,2016,February,1
Liechtenstein,"Iran (Islamic Rep. of)",2016,March,2
Liechtenstein,"Iran (Islamic Rep. of)",2016,April,1
Liechtenstein,Iraq,2016,June,2
Liechtenstein,"The former Yugoslav Rep. of Macedonia",2016,May,1
Liechtenstein,Nigeria,2016,March,1
Liechtenstein,Somalia,2016,March,1
Liechtenstein,Somalia,2016,June,1
Liechtenstein,Somalia,2016,July,1
Liechtenstein,Tibetan,2016,January,1
Liechtenstein,Tibetan,2016,February,1
Liechtenstein,Tibetan,2016,April,1
Liechtenstein,Tibetan,2016,May,1
Liechtenstein,Ukraine,2016,May,1
Liechtenstein,Ukraine,2016,June,1
Liechtenstein,Ukraine,2016,August,2
Lithuania,Afghanistan,2016,March,3
Lithuania,Afghanistan,2016,April,1
Lithuania,Afghanistan,2016,May,1
Lithuania,Afghanistan,2016,June,1
Lithuania,Afghanistan,2016,July,19
Lithuania,Azerbaijan,2016,March,5
Lithuania,Belarus,2016,March,1
Lithuania,Belarus,2016,May,1
Lithuania,Belarus,2016,August,7
Lithuania,Cuba,2016,May,1
Lithuania,Eritrea,2016,May,1
Lithuania,Georgia,2016,January,1
Lithuania,Georgia,2016,April,1
Lithuania,Georgia,2016,June,1
Lithuania,Georgia,2016,July,2
Lithuania,Georgia,2016,August,1
Lithuania,Iraq,2016,May,3
Lithuania,Iraq,2016,June,7
Lithuania,Iraq,2016,July,7
Lithuania,Iraq,2016,August,1
Lithuania,Kazakhstan,2016,February,1
Lithuania,Kazakhstan,2016,August,1
Lithuania,Kyrgyzstan,2016,February,1
Lithuania,Kyrgyzstan,2016,March,1
Lithuania,Kyrgyzstan,2016,July,1
Lithuania,Kyrgyzstan,2016,August,1
Lithuania,Nigeria,2016,August,1
Lithuania,Pakistan,2016,March,1
Lithuania,Pakistan,2016,May,2
Lithuania,Pakistan,2016,June,1
Lithuania,"Russian Federation",2016,January,2
Lithuania,"Russian Federation",2016,February,1
Lithuania,"Russian Federation",2016,March,9
Lithuania,"Russian Federation",2016,April,3
Lithuania,"Russian Federation",2016,May,2
Lithuania,"Russian Federation",2016,June,2
Lithuania,"Russian Federation",2016,July,4
Lithuania,"Russian Federation",2016,August,6
Lithuania,Stateless,2016,June,2
Lithuania,Stateless,2016,August,5
Lithuania,"Syrian Arab Rep.",2016,March,2
Lithuania,"Syrian Arab Rep.",2016,April,5
Lithuania,"Syrian Arab Rep.",2016,June,23
Lithuania,"Syrian Arab Rep.",2016,July,3
Lithuania,"Syrian Arab Rep.",2016,August,29
Lithuania,Tajikistan,2016,February,1
Lithuania,Tajikistan,2016,June,3
Lithuania,Tajikistan,2016,August,10
Lithuania,Turkey,2016,April,1
Lithuania,Ukraine,2016,January,6
Lithuania,Ukraine,2016,February,4
Lithuania,Ukraine,2016,March,1
Lithuania,Ukraine,2016,May,5
Lithuania,Ukraine,2016,June,6
Lithuania,Ukraine,2016,July,2
Lithuania,Ukraine,2016,August,2
Luxembourg,Afghanistan,2016,January,26
Luxembourg,Afghanistan,2016,February,9
Luxembourg,Afghanistan,2016,March,6
Luxembourg,Afghanistan,2016,April,4
Luxembourg,Afghanistan,2016,May,4
Luxembourg,Afghanistan,2016,June,3
Luxembourg,Albania,2016,January,12
Luxembourg,Albania,2016,February,8
Luxembourg,Albania,2016,March,6
Luxembourg,Albania,2016,April,11
Luxembourg,Albania,2016,May,12
Luxembourg,Albania,2016,June,15
Luxembourg,Albania,2016,July,5
Luxembourg,Albania,2016,August,25
Luxembourg,Algeria,2016,February,8
Luxembourg,Algeria,2016,March,9
Luxembourg,Algeria,2016,April,8
Luxembourg,Algeria,2016,May,3
Luxembourg,Algeria,2016,June,5
Luxembourg,Algeria,2016,July,11
Luxembourg,Algeria,2016,August,12
Luxembourg,Angola,2016,February,1
Luxembourg,Egypt,2016,January,1
Luxembourg,Egypt,2016,February,2
Luxembourg,Egypt,2016,April,2
Luxembourg,Egypt,2016,May,2
Luxembourg,Azerbaijan,2016,April,1
Luxembourg,Burundi,2016,July,1
Luxembourg,"Burkina Faso",2016,August,1
Luxembourg,Belarus,2016,January,1
Luxembourg,Belarus,2016,February,1
Luxembourg,Belarus,2016,March,1
Luxembourg,Belarus,2016,April,2
Luxembourg,Belarus,2016,June,2
Luxembourg,"Bosnia and Herzegovina",2016,January,7
Luxembourg,"Bosnia and Herzegovina",2016,February,2
Luxembourg,"Bosnia and Herzegovina",2016,March,4
Luxembourg,"Bosnia and Herzegovina",2016,April,2
Luxembourg,"Bosnia and Herzegovina",2016,May,9
Luxembourg,"Bosnia and Herzegovina",2016,June,4
Luxembourg,"Bosnia and Herzegovina",2016,July,1
Luxembourg,"Bosnia and Herzegovina",2016,August,4
Luxembourg,"Central African Rep.",2016,March,1
Luxembourg,Cameroon,2016,January,3
Luxembourg,Cameroon,2016,March,1
Luxembourg,Cameroon,2016,April,1
Luxembourg,Cameroon,2016,May,3
Luxembourg,Cameroon,2016,June,1
Luxembourg,Cameroon,2016,July,2
Luxembourg,Congo,2016,March,1
Luxembourg,Congo,2016,April,1
Luxembourg,Eritrea,2016,January,4
Luxembourg,Eritrea,2016,February,6
Luxembourg,Eritrea,2016,March,2
Luxembourg,Eritrea,2016,April,3
Luxembourg,Eritrea,2016,May,1
Luxembourg,Eritrea,2016,June,3
Luxembourg,Eritrea,2016,July,24
Luxembourg,Eritrea,2016,August,15
Luxembourg,Ethiopia,2016,February,1
Luxembourg,Ethiopia,2016,April,1
Luxembourg,Ethiopia,2016,May,1
Luxembourg,Ethiopia,2016,June,3
Luxembourg,Ethiopia,2016,July,3
Luxembourg,Ethiopia,2016,August,4
Luxembourg,Gabon,2016,January,4
Luxembourg,Gambia,2016,August,2
Luxembourg,Palestinian,2016,March,1
Luxembourg,Palestinian,2016,April,2
Luxembourg,Palestinian,2016,June,1
Luxembourg,Georgia,2016,February,4
Luxembourg,Georgia,2016,March,3
Luxembourg,Georgia,2016,April,1
Luxembourg,Georgia,2016,June,3
Luxembourg,Georgia,2016,July,8
Luxembourg,Georgia,2016,August,7
Luxembourg,Ghana,2016,May,1
Luxembourg,Ghana,2016,August,1
Luxembourg,Guinea-Bissau,2016,January,2
Luxembourg,Guinea,2016,January,1
Luxembourg,Guinea,2016,April,1
Luxembourg,Guinea,2016,May,2
Luxembourg,Guinea,2016,June,4
Luxembourg,Guinea,2016,August,3
Luxembourg,"Côte d'Ivoire",2016,January,1
Luxembourg,"Côte d'Ivoire",2016,April,1
Luxembourg,"Côte d'Ivoire",2016,May,2
Luxembourg,"Iran (Islamic Rep. of)",2016,January,18
Luxembourg,"Iran (Islamic Rep. of)",2016,February,1
Luxembourg,"Iran (Islamic Rep. of)",2016,March,4
Luxembourg,"Iran (Islamic Rep. of)",2016,April,3
Luxembourg,"Iran (Islamic Rep. of)",2016,May,4
Luxembourg,"Iran (Islamic Rep. of)",2016,June,3
Luxembourg,"Iran (Islamic Rep. of)",2016,July,1
Luxembourg,"Iran (Islamic Rep. of)",2016,August,3
Luxembourg,Iraq,2016,January,72
Luxembourg,Iraq,2016,February,27
Luxembourg,Iraq,2016,March,7
Luxembourg,Iraq,2016,April,6
Luxembourg,Iraq,2016,May,2
Luxembourg,Iraq,2016,June,19
Luxembourg,Iraq,2016,July,3
Luxembourg,Iraq,2016,August,13
Luxembourg,Jordan,2016,May,1
Luxembourg,Kenya,2016,February,1
Luxembourg,Liberia,2016,February,1
Luxembourg,Liberia,2016,March,1
Luxembourg,Liberia,2016,April,1
Luxembourg,Libya,2016,March,3
Luxembourg,Libya,2016,April,3
Luxembourg,Libya,2016,May,1
Luxembourg,Libya,2016,June,4
Luxembourg,Lebanon,2016,January,2
Luxembourg,Lebanon,2016,April,3
Luxembourg,Mauritania,2016,June,1
Luxembourg,"The former Yugoslav Rep. of Macedonia",2016,August,3
Luxembourg,Mali,2016,June,1
Luxembourg,Mali,2016,August,2
Luxembourg,Montenegro,2016,January,1
Luxembourg,Montenegro,2016,February,1
Luxembourg,Montenegro,2016,March,2
Luxembourg,Montenegro,2016,June,1
Luxembourg,Montenegro,2016,August,5
Luxembourg,Mongolia,2016,July,1
Luxembourg,Morocco,2016,January,1
Luxembourg,Morocco,2016,February,2
Luxembourg,Morocco,2016,March,2
Luxembourg,Morocco,2016,April,13
Luxembourg,Morocco,2016,May,14
Luxembourg,Morocco,2016,June,9
Luxembourg,Morocco,2016,July,1
Luxembourg,Morocco,2016,August,5
Luxembourg,Nigeria,2016,January,5
Luxembourg,Nigeria,2016,February,2
Luxembourg,Nigeria,2016,March,5
Luxembourg,Nigeria,2016,April,2
Luxembourg,Nigeria,2016,May,6
Luxembourg,Nigeria,2016,June,4
Luxembourg,Nigeria,2016,July,6
Luxembourg,Nigeria,2016,August,6
Luxembourg,Pakistan,2016,April,1
Luxembourg,Pakistan,2016,May,1
Luxembourg,Pakistan,2016,July,1
Luxembourg,Pakistan,2016,August,1
Luxembourg,"Russian Federation",2016,February,1
Luxembourg,"Russian Federation",2016,August,1
Luxembourg,Rwanda,2016,May,1
Luxembourg,Senegal,2016,January,1
Luxembourg,Senegal,2016,February,1
Luxembourg,Senegal,2016,May,1
Luxembourg,Senegal,2016,June,1
Luxembourg,Somalia,2016,January,6
Luxembourg,Somalia,2016,February,6
Luxembourg,Somalia,2016,April,4
Luxembourg,Somalia,2016,May,3
Luxembourg,Somalia,2016,June,1
Luxembourg,Sudan,2016,February,1
Luxembourg,Sudan,2016,June,1
Luxembourg,Sudan,2016,July,3
Luxembourg,Switzerland,2016,January,1
Luxembourg,"Syrian Arab Rep.",2016,January,71
Luxembourg,"Syrian Arab Rep.",2016,February,17
Luxembourg,"Syrian Arab Rep.",2016,March,5
Luxembourg,"Syrian Arab Rep.",2016,April,10
Luxembourg,"Syrian Arab Rep.",2016,May,11
Luxembourg,"Syrian Arab Rep.",2016,June,36
Luxembourg,"Syrian Arab Rep.",2016,July,17
Luxembourg,"Syrian Arab Rep.",2016,August,39
Luxembourg,Togo,2016,February,1
Luxembourg,Togo,2016,March,1
Luxembourg,Tunisia,2016,January,3
Luxembourg,Tunisia,2016,February,1
Luxembourg,Tunisia,2016,March,5
Luxembourg,Tunisia,2016,April,3
Luxembourg,Tunisia,2016,May,3
Luxembourg,Tunisia,2016,June,3
Luxembourg,Tunisia,2016,July,2
Luxembourg,Tunisia,2016,August,2
Luxembourg,Turkey,2016,January,1
Luxembourg,Turkey,2016,February,1
Luxembourg,Turkey,2016,April,2
Luxembourg,Turkey,2016,June,1
Luxembourg,Uganda,2016,January,2
Luxembourg,Ukraine,2016,January,1
Luxembourg,Ukraine,2016,March,1
Luxembourg,Ukraine,2016,May,6
Luxembourg,Ukraine,2016,June,1
Luxembourg,Ukraine,2016,July,10
Luxembourg,Ukraine,2016,August,6
Luxembourg,Uzbekistan,2016,May,1
Luxembourg,"Venezuela (Bolivarian Republic of)",2016,August,1
Latvia,Afghanistan,2016,April,16
Latvia,Afghanistan,2016,June,13
Latvia,Algeria,2016,March,1
Latvia,Egypt,2016,May,1
Latvia,Armenia,2016,January,1
Latvia,Armenia,2016,March,3
Latvia,"Dem. Rep. of the Congo",2016,March,1
Latvia,Eritrea,2016,February,2
Latvia,Eritrea,2016,April,2
Latvia,Eritrea,2016,July,6
Latvia,India,2016,June,9
Latvia,India,2016,July,10
Latvia,India,2016,August,1
Latvia,Iraq,2016,April,5
Latvia,Israel,2016,March,1
Latvia,Kazakhstan,2016,February,1
Latvia,Kyrgyzstan,2016,April,1
Latvia,Kyrgyzstan,2016,July,1
Latvia,"Sri Lanka",2016,June,1
Latvia,Nepal,2016,June,1
Latvia,Nepal,2016,July,1
Latvia,Nepal,2016,August,6
Latvia,Pakistan,2016,January,5
Latvia,Pakistan,2016,February,4
Latvia,Pakistan,2016,March,2
Latvia,Pakistan,2016,July,2
Latvia,Pakistan,2016,August,1
Latvia,"Russian Federation",2016,January,4
Latvia,"Russian Federation",2016,February,1
Latvia,"Russian Federation",2016,April,1
Latvia,"Russian Federation",2016,May,4
Latvia,"Russian Federation",2016,June,5
Latvia,"Russian Federation",2016,July,2
Latvia,"Russian Federation",2016,August,1
Latvia,"Syrian Arab Rep.",2016,February,4
Latvia,"Syrian Arab Rep.",2016,April,10
Latvia,"Syrian Arab Rep.",2016,June,18
Latvia,"Syrian Arab Rep.",2016,August,17
Latvia,Tibetan,2016,July,1
Latvia,Tajikistan,2016,July,2
Latvia,Turkey,2016,August,4
Latvia,Ukraine,2016,February,1
Latvia,Ukraine,2016,April,4
Latvia,Uzbekistan,2016,February,1
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,January,38
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,February,3
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,March,10
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,April,13
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,May,25
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,June,28
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,July,15
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,August,15
"The former Yugoslav Rep. of Macedonia",Algeria,2016,January,3
"The former Yugoslav Rep. of Macedonia",Algeria,2016,February,8
"The former Yugoslav Rep. of Macedonia",Algeria,2016,March,1
"The former Yugoslav Rep. of Macedonia",Egypt,2016,March,3
"The former Yugoslav Rep. of Macedonia",Bangladesh,2016,January,3
"The former Yugoslav Rep. of Macedonia",Bangladesh,2016,February,2
"The former Yugoslav Rep. of Macedonia",Bangladesh,2016,May,1
"The former Yugoslav Rep. of Macedonia",Bangladesh,2016,June,1
"The former Yugoslav Rep. of Macedonia",Bulgaria,2016,January,1
"The former Yugoslav Rep. of Macedonia",Eritrea,2016,February,3
"The former Yugoslav Rep. of Macedonia",Ethiopia,2016,January,2
"The former Yugoslav Rep. of Macedonia",Ethiopia,2016,August,1
"The former Yugoslav Rep. of Macedonia",Palestinian,2016,January,8
"The former Yugoslav Rep. of Macedonia",India,2016,July,3
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,January,42
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,February,10
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,March,3
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,April,11
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,May,12
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,June,1
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,July,1
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,August,1
"The former Yugoslav Rep. of Macedonia",Iraq,2016,January,4
"The former Yugoslav Rep. of Macedonia",Iraq,2016,February,2
"The former Yugoslav Rep. of Macedonia",Iraq,2016,March,13
"The former Yugoslav Rep. of Macedonia",Iraq,2016,April,4
"The former Yugoslav Rep. of Macedonia",Iraq,2016,May,9
"The former Yugoslav Rep. of Macedonia",Iraq,2016,June,12
"The former Yugoslav Rep. of Macedonia",Iraq,2016,July,3
"The former Yugoslav Rep. of Macedonia",Iraq,2016,August,10
"The former Yugoslav Rep. of Macedonia",Libya,2016,January,7
"The former Yugoslav Rep. of Macedonia",Libya,2016,February,4
"The former Yugoslav Rep. of Macedonia",Libya,2016,March,2
"The former Yugoslav Rep. of Macedonia",Libya,2016,May,1
"The former Yugoslav Rep. of Macedonia","Sri Lanka",2016,February,5
"The former Yugoslav Rep. of Macedonia","Sri Lanka",2016,July,2
"The former Yugoslav Rep. of Macedonia",Morocco,2016,January,26
"The former Yugoslav Rep. of Macedonia",Morocco,2016,February,8
"The former Yugoslav Rep. of Macedonia",Morocco,2016,March,1
"The former Yugoslav Rep. of Macedonia",Morocco,2016,June,3
"The former Yugoslav Rep. of Macedonia",Morocco,2016,July,1
"The former Yugoslav Rep. of Macedonia",Nepal,2016,June,1
"The former Yugoslav Rep. of Macedonia",Nigeria,2016,March,1
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,January,26
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,February,29
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,March,16
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,April,3
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,May,9
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,June,7
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,July,11
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,August,4
"The former Yugoslav Rep. of Macedonia",Somalia,2016,January,7
"The former Yugoslav Rep. of Macedonia",Somalia,2016,February,2
"The former Yugoslav Rep. of Macedonia",Somalia,2016,August,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,January,6
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,February,23
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,March,12
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,April,11
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,May,10
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,June,29
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,July,38
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,August,8
Montenegro,Afghanistan,2016,August,22
Montenegro,Albania,2016,July,3
Montenegro,Algeria,2016,January,1
Montenegro,Algeria,2016,February,2
Montenegro,Algeria,2016,April,5
Montenegro,Algeria,2016,June,1
Montenegro,Algeria,2016,August,2
Montenegro,Egypt,2016,January,1
Montenegro,Azerbaijan,2016,June,1
Montenegro,Cameroon,2016,January,1
Montenegro,Cameroon,2016,July,1
Montenegro,Cuba,2016,May,2
Montenegro,Cuba,2016,July,3
Montenegro,Palestinian,2016,January,2
Montenegro,Palestinian,2016,August,2
Montenegro,Ghana,2016,August,1
Montenegro,Guinea,2016,August,3
Montenegro,"Iran (Islamic Rep. of)",2016,March,1
Montenegro,"Iran (Islamic Rep. of)",2016,April,6
Montenegro,Morocco,2016,January,45
Montenegro,Morocco,2016,February,1
Montenegro,Morocco,2016,July,5
Montenegro,Morocco,2016,August,7
Montenegro,Pakistan,2016,April,2
Montenegro,Pakistan,2016,August,6
Montenegro,"Russian Federation",2016,March,1
Montenegro,"Russian Federation",2016,June,1
Montenegro,"Russian Federation",2016,July,1
Montenegro,Somalia,2016,January,4
Montenegro,"Syrian Arab Rep.",2016,April,1
Montenegro,"Syrian Arab Rep.",2016,August,24
Montenegro,Tunisia,2016,July,3
Montenegro,Tunisia,2016,August,1
Montenegro,Turkey,2016,February,1
Montenegro,Turkey,2016,March,1
Montenegro,Turkey,2016,June,1
Montenegro,Ukraine,2016,January,1
Montenegro,Ukraine,2016,February,2
Montenegro,Yemen,2016,January,1
Montenegro,Yemen,2016,February,5
Montenegro,Yemen,2016,June,1
Malta,Afghanistan,2016,May,1
Malta,Algeria,2016,July,2
Malta,Algeria,2016,August,1
Malta,Egypt,2016,January,6
Malta,Egypt,2016,March,1
Malta,Egypt,2016,April,3
Malta,Egypt,2016,June,3
Malta,Egypt,2016,July,1
Malta,Egypt,2016,August,5
Malta,Eritrea,2016,January,2
Malta,Eritrea,2016,February,23
Malta,Eritrea,2016,March,13
Malta,Eritrea,2016,April,7
Malta,Eritrea,2016,May,8
Malta,Eritrea,2016,June,21
Malta,Eritrea,2016,July,29
Malta,Eritrea,2016,August,41
Malta,Ethiopia,2016,January,2
Malta,Ethiopia,2016,March,1
Malta,Ethiopia,2016,April,3
Malta,Ethiopia,2016,June,4
Malta,Ethiopia,2016,July,2
Malta,Ethiopia,2016,August,5
Malta,Palestinian,2016,January,1
Malta,Palestinian,2016,February,1
Malta,Palestinian,2016,March,4
Malta,Palestinian,2016,July,1
Malta,Ghana,2016,July,1
Malta,"Côte d'Ivoire",2016,February,2
Malta,India,2016,April,1
Malta,India,2016,August,1
Malta,"Iran (Islamic Rep. of)",2016,April,2
Malta,"Iran (Islamic Rep. of)",2016,June,3
Malta,"Iran (Islamic Rep. of)",2016,August,2
Malta,Iraq,2016,February,1
Malta,Iraq,2016,April,4
Malta,Iraq,2016,May,4
Malta,Iraq,2016,June,7
Malta,Iraq,2016,July,10
Malta,Iraq,2016,August,7
Malta,Libya,2016,January,61
Malta,Libya,2016,February,59
Malta,Libya,2016,March,75
Malta,Libya,2016,April,50
Malta,Libya,2016,May,54
Malta,Libya,2016,June,62
Malta,Libya,2016,July,38
Malta,Libya,2016,August,51
Malta,"The former Yugoslav Rep. of Macedonia",2016,January,1
Malta,"The former Yugoslav Rep. of Macedonia",2016,February,1
Malta,"The former Yugoslav Rep. of Macedonia",2016,June,2
Malta,Mexico,2016,August,1
Malta,Morocco,2016,January,2
Malta,Morocco,2016,February,3
Malta,Morocco,2016,March,1
Malta,Morocco,2016,June,1
Malta,Morocco,2016,August,1
Malta,Nigeria,2016,February,3
Malta,Nigeria,2016,May,2
Malta,Nigeria,2016,June,1
Malta,Pakistan,2016,February,1
Malta,Pakistan,2016,May,2
Malta,Pakistan,2016,August,2
Malta,"Saudi Arabia",2016,July,1
Malta,"Sierra Leone",2016,May,1
Malta,Somalia,2016,January,2
Malta,Somalia,2016,February,5
Malta,Somalia,2016,March,12
Malta,Somalia,2016,April,14
Malta,Somalia,2016,May,15
Malta,Somalia,2016,June,27
Malta,Somalia,2016,July,18
Malta,Somalia,2016,August,27
Malta,Sudan,2016,March,1
Malta,Sudan,2016,April,1
Malta,Sudan,2016,May,2
Malta,Sudan,2016,June,1
Malta,"Syrian Arab Rep.",2016,January,26
Malta,"Syrian Arab Rep.",2016,February,29
Malta,"Syrian Arab Rep.",2016,March,35
Malta,"Syrian Arab Rep.",2016,April,15
Malta,"Syrian Arab Rep.",2016,May,25
Malta,"Syrian Arab Rep.",2016,June,27
Malta,"Syrian Arab Rep.",2016,July,17
Malta,"Syrian Arab Rep.",2016,August,17
Malta,Togo,2016,March,1
Malta,Tunisia,2016,February,1
Malta,Tunisia,2016,August,1
Malta,Turkey,2016,March,1
Malta,Turkey,2016,May,1
Malta,Turkey,2016,July,2
Malta,Ukraine,2016,January,3
Malta,Ukraine,2016,February,4
Malta,Ukraine,2016,March,2
Malta,Ukraine,2016,April,3
Malta,Ukraine,2016,May,3
Malta,Ukraine,2016,June,10
Malta,Ukraine,2016,July,6
Malta,Ukraine,2016,August,14
Malta,"Venezuela (Bolivarian Republic of)",2016,February,2
Malta,"Venezuela (Bolivarian Republic of)",2016,April,1
Malta,"Venezuela (Bolivarian Republic of)",2016,May,2
Malta,"Venezuela (Bolivarian Republic of)",2016,July,2
Netherlands,Afghanistan,2016,January,384
Netherlands,Afghanistan,2016,February,164
Netherlands,Afghanistan,2016,March,50
Netherlands,Afghanistan,2016,April,52
Netherlands,Afghanistan,2016,May,55
Netherlands,Afghanistan,2016,June,62
Netherlands,Afghanistan,2016,July,55
Netherlands,Afghanistan,2016,August,61
Netherlands,Albania,2016,January,228
Netherlands,Albania,2016,February,252
Netherlands,Albania,2016,March,224
Netherlands,Albania,2016,April,134
Netherlands,Albania,2016,May,131
Netherlands,Albania,2016,June,98
Netherlands,Albania,2016,July,154
Netherlands,Albania,2016,August,136
Netherlands,Algeria,2016,January,9
Netherlands,Algeria,2016,February,7
Netherlands,Algeria,2016,March,19
Netherlands,Algeria,2016,April,5
Netherlands,Algeria,2016,May,26
Netherlands,Algeria,2016,June,11
Netherlands,Algeria,2016,July,35
Netherlands,Algeria,2016,August,91
Netherlands,Angola,2016,February,1
Netherlands,Angola,2016,March,1
Netherlands,Angola,2016,May,4
Netherlands,Angola,2016,August,3
Netherlands,Egypt,2016,January,6
Netherlands,Egypt,2016,February,7
Netherlands,Egypt,2016,March,6
Netherlands,Egypt,2016,April,4
Netherlands,Egypt,2016,May,7
Netherlands,Egypt,2016,June,5
Netherlands,Egypt,2016,July,4
Netherlands,Egypt,2016,August,19
Netherlands,Armenia,2016,January,3
Netherlands,Armenia,2016,February,3
Netherlands,Armenia,2016,March,4
Netherlands,Armenia,2016,April,1
Netherlands,Armenia,2016,May,3
Netherlands,Armenia,2016,June,6
Netherlands,Armenia,2016,August,1
Netherlands,Azerbaijan,2016,January,2
Netherlands,Azerbaijan,2016,February,3
Netherlands,Azerbaijan,2016,March,8
Netherlands,Azerbaijan,2016,April,4
Netherlands,Azerbaijan,2016,May,12
Netherlands,Azerbaijan,2016,June,4
Netherlands,Azerbaijan,2016,July,6
Netherlands,Azerbaijan,2016,August,4
Netherlands,Burundi,2016,January,3
Netherlands,Burundi,2016,February,1
Netherlands,Burundi,2016,March,1
Netherlands,Burundi,2016,April,2
Netherlands,Burundi,2016,May,1
Netherlands,Burundi,2016,June,3
Netherlands,Burundi,2016,July,2
Netherlands,Benin,2016,February,2
Netherlands,Benin,2016,March,2
Netherlands,Benin,2016,April,1
Netherlands,Benin,2016,August,1
Netherlands,Bangladesh,2016,January,3
Netherlands,Bangladesh,2016,March,1
Netherlands,Bangladesh,2016,April,1
Netherlands,Bangladesh,2016,May,1
Netherlands,Bangladesh,2016,June,2
Netherlands,Bangladesh,2016,July,2
Netherlands,Bangladesh,2016,August,2
Netherlands,"Burkina Faso",2016,January,1
Netherlands,"Burkina Faso",2016,April,1
Netherlands,"Burkina Faso",2016,May,3
Netherlands,"Burkina Faso",2016,August,1
Netherlands,Belarus,2016,January,2
