"TIME","GEO","AGE","SEX","UNIT","Value"
"1967","Greece","Total","Total","Number","8,651,660"
"1967","Spain","Total","Total","Number","32,434,123"
"1967","France","Total","Total","Number",":"
"1967","France (metropolitan)","Total","Total","Number","49,373,537"
"1967","Croatia","Total","Total","Number","4,325,736"
"1967","Italy","Total","Total","Number","52,720,100"
"1967","Cyprus","Total","Total","Number","597,100"
"1967","Latvia","Total","Total","Number","2,289,645"
"1967","Lithuania","Total","Total","Number","3,026,800"
"1967","Luxembourg","Total","Total","Number","334,790"
"1967","Hungary","Total","Total","Number","10,196,926"
"1967","Malta","Total","Total","Number",":"
"1967","Netherlands","Total","Total","Number","12,535,307"
"1967","Austria","Total","Total","Number","7,350,159"
"1967","Poland","Total","Total","Number","31,811,000"
"1967","Portugal","Total","Total","Number","8,893,540"
"1967","Romania","Total","Total","Number",":"
"1967","Slovenia","Total","Total","Number","1,679,717"
"1967","Slovakia","Total","Total","Number","4,431,564"
"1967","Finland","Total","Total","Number","4,591,842"
"1967","Sweden","Total","Total","Number","7,843,088"
"1967","United Kingdom","Total","Total","Number","54,800,900"
"1967","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number",":"
"1967","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number",":"
"1967","European Free Trade Association","Total","Total","Number","9,937,651"
"1967","Iceland","Total","Total","Number","197,221"
"1967","Liechtenstein","Total","Total","Number","19,916"
"1967","Norway","Total","Total","Number","3,768,298"
"1967","Switzerland","Total","Total","Number","5,952,216"
"1967","Montenegro","Total","Total","Number",":"
"1967","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,538,694"
"1967","Albania","Total","Total","Number","1,939,430"
"1967","Serbia","Total","Total","Number",":"
"1967","Turkey","Total","Total","Number","32,273,630"
"1967","Andorra","Total","Total","Number",":"
"1967","Belarus","Total","Total","Number",":"
"1967","Bosnia and Herzegovina","Total","Total","Number","3,700,916"
"1967","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1967","Moldova","Total","Total","Number",":"
"1967","Monaco","Total","Total","Number",":"
"1967","Russia","Total","Total","Number",":"
"1967","San Marino","Total","Total","Number",":"
"1967","Ukraine","Total","Total","Number",":"
"1967","Armenia","Total","Total","Number",":"
"1967","Azerbaijan","Total","Total","Number",":"
"1967","Georgia","Total","Total","Number",":"
"1968","European Union (28 countries)","Total","Total","Number",":"
"1968","European Union (27 countries)","Total","Total","Number",":"
"1968","Euro area (19 countries)","Total","Total","Number",":"
"1968","Euro area (18 countries)","Total","Total","Number",":"
"1968","Belgium","Total","Total","Number","9,605,601"
"1968","Bulgaria","Total","Total","Number","8,335,126"
"1968","Czech Republic","Total","Total","Number","9,866,006"
"1968","Denmark","Total","Total","Number","4,852,962"
"1968","Germany (until 1990 former territory of the FRG)","Total","Total","Number","59,948,474"
"1968","Germany including former GDR","Total","Total","Number","77,038,358"
"1968","Estonia","Total","Total","Number","1,323,569"
"1968","Ireland","Total","Total","Number","2,909,100"
"1968","Greece","Total","Total","Number","8,716,516"
"1968","Spain","Total","Total","Number","32,931,771"
"1968","France","Total","Total","Number",":"
"1968","France (metropolitan)","Total","Total","Number","49,723,072"
"1968","Croatia","Total","Total","Number","4,351,629"
"1968","Italy","Total","Total","Number","53,080,900"
"1968","Cyprus","Total","Total","Number","601,800"
"1968","Latvia","Total","Total","Number","2,312,795"
"1968","Lithuania","Total","Total","Number","3,062,000"
"1968","Luxembourg","Total","Total","Number","335,200"
"1968","Hungary","Total","Total","Number","10,236,282"
"1968","Malta","Total","Total","Number",":"
"1968","Netherlands","Total","Total","Number","12,661,095"
"1968","Austria","Total","Total","Number","7,403,837"
"1968","Poland","Total","Total","Number","32,163,310"
"1968","Portugal","Total","Total","Number","8,855,500"
"1968","Romania","Total","Total","Number","19,720,984"
"1968","Slovenia","Total","Total","Number","1,699,339"
"1968","Slovakia","Total","Total","Number","4,467,170"
"1968","Finland","Total","Total","Number","4,619,645"
"1968","Sweden","Total","Total","Number","7,892,774"
"1968","United Kingdom","Total","Total","Number","55,086,300"
"1968","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number",":"
"1968","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number",":"
"1968","European Free Trade Association","Total","Total","Number","10,052,847"
"1968","Iceland","Total","Total","Number","200,281"
"1968","Liechtenstein","Total","Total","Number","20,433"
"1968","Norway","Total","Total","Number","3,800,780"
"1968","Switzerland","Total","Total","Number","6,031,353"
"1968","Montenegro","Total","Total","Number",":"
"1968","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,562,211"
"1968","Albania","Total","Total","Number","1,991,765"
"1968","Serbia","Total","Total","Number",":"
"1968","Turkey","Total","Total","Number","33,093,700"
"1968","Andorra","Total","Total","Number",":"
"1968","Belarus","Total","Total","Number",":"
"1968","Bosnia and Herzegovina","Total","Total","Number","3,767,185"
"1968","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1968","Moldova","Total","Total","Number",":"
"1968","Monaco","Total","Total","Number",":"
"1968","Russia","Total","Total","Number",":"
"1968","San Marino","Total","Total","Number",":"
"1968","Ukraine","Total","Total","Number",":"
"1968","Armenia","Total","Total","Number",":"
"1968","Azerbaijan","Total","Total","Number",":"
"1968","Georgia","Total","Total","Number",":"
"1969","European Union (28 countries)","Total","Total","Number",":"
"1969","European Union (27 countries)","Total","Total","Number",":"
"1969","Euro area (19 countries)","Total","Total","Number",":"
"1969","Euro area (18 countries)","Total","Total","Number",":"
"1969","Belgium","Total","Total","Number","9,631,910"
"1969","Bulgaria","Total","Total","Number","8,404,080"
"1969","Czech Republic","Total","Total","Number","9,886,686"
"1969","Denmark","Total","Total","Number","4,876,803"
"1969","Germany (until 1990 former territory of the FRG)","Total","Total","Number","60,463,033"
"1969","Germany including former GDR","Total","Total","Number","77,550,269"
"1969","Estonia","Total","Total","Number","1,338,858"
"1969","Ireland","Total","Total","Number","2,922,000"
"1969","Greece","Total","Total","Number","8,765,014"
"1969","Spain","Total","Total","Number","33,294,497"
"1969","France","Total","Total","Number",":"
"1969","France (metropolitan)","Total","Total","Number","50,107,735"
"1969","Croatia","Total","Total","Number","4,379,627"
"1969","Italy","Total","Total","Number","53,390,600"
"1969","Cyprus","Total","Total","Number","606,800"
"1969","Latvia","Total","Total","Number","2,334,443"
"1969","Lithuania","Total","Total","Number","3,095,700"
"1969","Luxembourg","Total","Total","Number","336,500"
"1969","Hungary","Total","Total","Number","10,275,347"
"1969","Malta","Total","Total","Number",":"
"1969","Netherlands","Total","Total","Number","12,798,346"
"1969","Austria","Total","Total","Number","7,426,968"
"1969","Poland","Total","Total","Number","32,426,000"
"1969","Portugal","Total","Total","Number","8,817,800"
"1969","Romania","Total","Total","Number","19,878,678"
"1969","Slovenia","Total","Total","Number","1,709,752"
"1969","Slovakia","Total","Total","Number","4,500,659"
"1969","Finland","Total","Total","Number","4,633,292"
"1969","Sweden","Total","Total","Number","7,931,772"
"1969","United Kingdom","Total","Total","Number","55,337,100"
"1969","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number",":"
"1969","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number",":"
"1969","European Free Trade Association","Total","Total","Number","10,160,198"
"1969","Iceland","Total","Total","Number","202,695"
"1969","Liechtenstein","Total","Total","Number","21,237"
"1969","Norway","Total","Total","Number","3,832,192"
"1969","Switzerland","Total","Total","Number","6,104,074"
"1969","Montenegro","Total","Total","Number",":"
"1969","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,589,217"
"1969","Albania","Total","Total","Number","2,052,778"
"1969","Serbia","Total","Total","Number",":"
"1969","Turkey","Total","Total","Number","33,961,875"
"1969","Andorra","Total","Total","Number",":"
"1969","Belarus","Total","Total","Number",":"
"1969","Bosnia and Herzegovina","Total","Total","Number","3,734,546"
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1969","Moldova","Total","Total","Number",":"
"1969","Monaco","Total","Total","Number",":"
"1969","Russia","Total","Total","Number",":"
"1969","San Marino","Total","Total","Number",":"
"1969","Ukraine","Total","Total","Number",":"
"1969","Armenia","Total","Total","Number",":"
"1969","Azerbaijan","Total","Total","Number",":"
"1969","Georgia","Total","Total","Number",":"
"1970","European Union (28 countries)","Total","Total","Number","439,872,955"
"1970","European Union (27 countries)","Total","Total","Number","435,469,603"
"1970","Euro area (19 countries)","Total","Total","Number",":"
"1970","Euro area (18 countries)","Total","Total","Number","282,389,935"
"1970","Belgium","Total","Total","Number","9,660,154"
"1970","Bulgaria","Total","Total","Number","8,464,264"
"1970","Czech Republic","Total","Total","Number","9,906,474"
"1970","Denmark","Total","Total","Number","4,906,916"
"1970","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,194,591"
"1970","Germany including former GDR","Total","Total","Number","78,269,095"
"1970","Estonia","Total","Total","Number","1,351,640"
"1970","Ireland","Total","Total","Number","2,943,300"
"1970","Greece","Total","Total","Number","8,780,514"
"1970","Spain","Total","Total","Number","33,587,610"
"1970","France","Total","Total","Number",":"
"1970","France (metropolitan)","Total","Total","Number","50,528,219"
"1970","Croatia","Total","Total","Number","4,403,352"
"1970","Italy","Total","Total","Number","53,685,300"
"1970","Cyprus","Total","Total","Number","612,000"
"1970","Latvia","Total","Total","Number","2,351,903"
"1970","Lithuania","Total","Total","Number","3,118,941"
"1970","Luxembourg","Total","Total","Number","338,500"
"1970","Hungary","Total","Total","Number","10,322,099"
"1970","Malta","Total","Total","Number","302,500"
"1970","Netherlands","Total","Total","Number","12,957,621"
"1970","Austria","Total","Total","Number","7,455,142"
"1970","Poland","Total","Total","Number","32,670,600"
"1970","Portugal","Total","Total","Number","8,697,610"
"1970","Romania","Total","Total","Number","20,139,603"
"1970","Slovenia","Total","Total","Number","1,717,995"
"1970","Slovakia","Total","Total","Number","4,536,555"
"1970","Finland","Total","Total","Number","4,614,277"
"1970","Sweden","Total","Total","Number","8,004,371"
"1970","United Kingdom","Total","Total","Number","55,546,400"
"1970","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","443,961,148"
"1970","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","439,557,796"
"1970","European Free Trade Association","Total","Total","Number","10,256,893"
"1970","Iceland","Total","Total","Number","204,042"
"1970","Liechtenstein","Total","Total","Number","20,930"
"1970","Norway","Total","Total","Number","3,863,221"
"1970","Switzerland","Total","Total","Number","6,168,700"
"1970","Montenegro","Total","Total","Number",":"
"1970","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,616,769"
"1970","Albania","Total","Total","Number","2,110,612"
"1970","Serbia","Total","Total","Number",":"
"1970","Turkey","Total","Total","Number","34,880,611"
"1970","Andorra","Total","Total","Number",":"
"1970","Belarus","Total","Total","Number",":"
"1970","Bosnia and Herzegovina","Total","Total","Number","3,685,694"
"1970","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1970","Moldova","Total","Total","Number",":"
"1970","Monaco","Total","Total","Number",":"
"1970","Russia","Total","Total","Number",":"
"1970","San Marino","Total","Total","Number",":"
"1970","Ukraine","Total","Total","Number",":"
"1970","Armenia","Total","Total","Number",":"
"1970","Azerbaijan","Total","Total","Number",":"
"1970","Georgia","Total","Total","Number",":"
"1971","European Union (28 countries)","Total","Total","Number","441,729,180"
"1971","European Union (27 countries)","Total","Total","Number","437,308,029"
"1971","Euro area (19 countries)","Total","Total","Number","286,798,638"
"1971","Euro area (18 countries)","Total","Total","Number","283,638,201"
"1971","Belgium","Total","Total","Number","9,650,944"
"1971","Bulgaria","Total","Total","Number","8,514,883"
"1971","Czech Republic","Total","Total","Number","9,809,667"
"1971","Denmark","Total","Total","Number","4,950,598"
"1971","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,001,164"
"1971","Germany including former GDR","Total","Total","Number","78,069,482"
"1971","Estonia","Total","Total","Number","1,368,511"
"1971","Ireland","Total","Total","Number","2,971,200"
"1971","Greece","Total","Total","Number","8,805,098"
"1971","Spain","Total","Total","Number","34,040,642"
"1971","France","Total","Total","Number",":"
"1971","France (metropolitan)","Total","Total","Number","51,016,234"
"1971","Croatia","Total","Total","Number","4,421,151"
"1971","Italy","Total","Total","Number","53,958,400"
"1971","Cyprus","Total","Total","Number","616,900"
"1971","Latvia","Total","Total","Number","2,366,424"
"1971","Lithuania","Total","Total","Number","3,160,437"
"1971","Luxembourg","Total","Total","Number","339,841"
"1971","Hungary","Total","Total","Number","10,353,721"
"1971","Malta","Total","Total","Number","302,800"
"1971","Netherlands","Total","Total","Number","13,119,430"
"1971","Austria","Total","Total","Number","7,479,030"
"1971","Poland","Total","Total","Number","32,658,000"
"1971","Portugal","Total","Total","Number","8,663,252"
"1971","Romania","Total","Total","Number","20,361,192"
"1971","Slovenia","Total","Total","Number","1,731,787"
"1971","Slovakia","Total","Total","Number","4,539,890"
"1971","Finland","Total","Total","Number","4,598,336"
"1971","Sweden","Total","Total","Number","8,081,230"
"1971","United Kingdom","Total","Total","Number","55,780,100"
"1971","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","445,843,669"
"1971","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","441,422,518"
"1971","European Free Trade Association","Total","Total","Number","10,307,543"
"1971","Iceland","Total","Total","Number","204,834"
"1971","Liechtenstein","Total","Total","Number","21,350"
"1971","Norway","Total","Total","Number","3,888,305"
"1971","Switzerland","Total","Total","Number","6,193,054"
"1971","Montenegro","Total","Total","Number",":"
"1971","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,641,353"
"1971","Albania","Total","Total","Number","2,160,345"
"1971","Serbia","Total","Total","Number",":"
"1971","Turkey","Total","Total","Number","35,707,058"
"1971","Andorra","Total","Total","Number",":"
"1971","Belarus","Total","Total","Number",":"
"1971","Bosnia and Herzegovina","Total","Total","Number","3,731,216"
"1971","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1971","Moldova","Total","Total","Number",":"
"1971","Monaco","Total","Total","Number",":"
"1971","Russia","Total","Total","Number",":"
"1971","San Marino","Total","Total","Number",":"
"1971","Ukraine","Total","Total","Number",":"
"1971","Armenia","Total","Total","Number",":"
"1971","Azerbaijan","Total","Total","Number",":"
"1971","Georgia","Total","Total","Number",":"
"1972","European Union (28 countries)","Total","Total","Number",":"
"1972","European Union (27 countries)","Total","Total","Number",":"
"1972","Euro area (19 countries)","Total","Total","Number",":"
"1972","Euro area (18 countries)","Total","Total","Number",":"
"1972","Belgium","Total","Total","Number","9,695,379"
"1972","Bulgaria","Total","Total","Number","8,557,906"
"1972","Czech Republic","Total","Total","Number","9,843,962"
"1972","Denmark","Total","Total","Number","4,975,653"
"1972","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,502,503"
"1972","Germany including former GDR","Total","Total","Number","78,556,202"
"1972","Estonia","Total","Total","Number","1,385,399"
"1972","Ireland","Total","Total","Number","3,012,900"
"1972","Greece","Total","Total","Number","8,856,974"
"1972","Spain","Total","Total","Number","34,408,338"
"1972","France","Total","Total","Number",":"
"1972","France (metropolitan)","Total","Total","Number","51,485,953"
"1972","Croatia","Total","Total","Number","4,441,399"
"1972","Italy","Total","Total","Number","54,188,579"
"1972","Cyprus","Total","Total","Number","623,100"
"1972","Latvia","Total","Total","Number","2,386,353"
"1972","Lithuania","Total","Total","Number","3,197,645"
"1972","Luxembourg","Total","Total","Number","345,000"
"1972","Hungary","Total","Total","Number","10,381,352"
"1972","Malta","Total","Total","Number",":"
"1972","Netherlands","Total","Total","Number","13,269,563"
"1972","Austria","Total","Total","Number","7,521,933"
"1972","Poland","Total","Total","Number","32,909,000"
"1972","Portugal","Total","Total","Number","8,624,260"
"1972","Romania","Total","Total","Number","20,561,942"
"1972","Slovenia","Total","Total","Number","1,744,882"
"1972","Slovakia","Total","Total","Number","4,575,007"
"1972","Finland","Total","Total","Number","4,625,912"
"1972","Sweden","Total","Total","Number","8,115,438"
"1972","United Kingdom","Total","Total","Number","56,012,345"
"1972","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number",":"
"1972","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number",":"
"1972","European Free Trade Association","Total","Total","Number","10,380,728"
"1972","Iceland","Total","Total","Number","207,361"
"1972","Liechtenstein","Total","Total","Number","21,850"
"1972","Norway","Total","Total","Number","3,917,773"
"1972","Switzerland","Total","Total","Number","6,233,744"
"1972","Montenegro","Total","Total","Number",":"
"1972","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,666,798"
"1972","Albania","Total","Total","Number","2,215,361"
"1972","Serbia","Total","Total","Number",":"
"1972","Turkey","Total","Total","Number","36,582,215"
"1972","Andorra","Total","Total","Number",":"
"1972","Belarus","Total","Total","Number",":"
"1972","Bosnia and Herzegovina","Total","Total","Number","3,789,131"
"1972","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1972","Moldova","Total","Total","Number",":"
"1972","Monaco","Total","Total","Number",":"
"1972","Russia","Total","Total","Number",":"
"1972","San Marino","Total","Total","Number",":"
"1972","Ukraine","Total","Total","Number",":"
"1972","Armenia","Total","Total","Number",":"
"1972","Azerbaijan","Total","Total","Number",":"
"1972","Georgia","Total","Total","Number",":"
"1973","European Union (28 countries)","Total","Total","Number",":"
"1973","European Union (27 countries)","Total","Total","Number",":"
"1973","Euro area (19 countries)","Total","Total","Number",":"
"1973","Euro area (18 countries)","Total","Total","Number",":"
"1973","Belgium","Total","Total","Number","9,726,850"
"1973","Bulgaria","Total","Total","Number","8,594,493"
"1973","Czech Republic","Total","Total","Number","9,891,302"
"1973","Denmark","Total","Total","Number","5,007,538"
"1973","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,809,358"
"1973","Germany including former GDR","Total","Total","Number","78,820,701"
"1973","Estonia","Total","Total","Number","1,399,637"
"1973","Ireland","Total","Total","Number","3,060,800"
"1973","Greece","Total","Total","Number","8,920,282"
"1973","Spain","Total","Total","Number","34,800,600"
"1973","France","Total","Total","Number",":"
"1973","France (metropolitan)","Total","Total","Number","51,915,873"
"1973","Croatia","Total","Total","Number","4,459,729"
"1973","Italy","Total","Total","Number","54,574,111"
"1973","Cyprus","Total","Total","Number","631,778"
"1973","Latvia","Total","Total","Number","2,404,995"
"1973","Lithuania","Total","Total","Number","3,229,598"
"1973","Luxembourg","Total","Total","Number","348,200"
"1973","Hungary","Total","Total","Number","10,415,626"
"1973","Malta","Total","Total","Number",":"
"1973","Netherlands","Total","Total","Number","13,387,623"
"1973","Austria","Total","Total","Number","7,566,469"
"1973","Poland","Total","Total","Number","33,202,300"
"1973","Portugal","Total","Total","Number","8,636,600"
"1973","Romania","Total","Total","Number","20,753,972"
"1973","Slovenia","Total","Total","Number","1,759,584"
"1973","Slovakia","Total","Total","Number","4,618,236"
"1973","Finland","Total","Total","Number","4,653,401"
"1973","Sweden","Total","Total","Number","8,129,161"
"1973","United Kingdom","Total","Total","Number","56,159,785"
"1973","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number",":"
"1973","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number",":"
"1973","European Free Trade Association","Total","Total","Number","10,469,728"
"1973","Iceland","Total","Total","Number","210,912"
"1973","Liechtenstein","Total","Total","Number","22,414"
"1973","Norway","Total","Total","Number","3,948,234"
"1973","Switzerland","Total","Total","Number","6,288,168"
"1973","Montenegro","Total","Total","Number",":"
"1973","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,692,113"
"1973","Albania","Total","Total","Number","2,270,891"
"1973","Serbia","Total","Total","Number",":"
"1973","Turkey","Total","Total","Number","37,508,880"
"1973","Andorra","Total","Total","Number",":"
"1973","Belarus","Total","Total","Number",":"
"1973","Bosnia and Herzegovina","Total","Total","Number","3,845,048"
"1973","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1973","Moldova","Total","Total","Number",":"
"1973","Monaco","Total","Total","Number",":"
"1973","Russia","Total","Total","Number",":"
"1973","San Marino","Total","Total","Number",":"
"1973","Ukraine","Total","Total","Number",":"
"1973","Armenia","Total","Total","Number",":"
"1973","Azerbaijan","Total","Total","Number",":"
"1973","Georgia","Total","Total","Number",":"
"1974","European Union (28 countries)","Total","Total","Number",":"
"1974","European Union (27 countries)","Total","Total","Number",":"
"1974","Euro area (19 countries)","Total","Total","Number",":"
"1974","Euro area (18 countries)","Total","Total","Number",":"
"1974","Belgium","Total","Total","Number","9,756,590"
"1974","Bulgaria","Total","Total","Number","8,647,440"
"1974","Czech Republic","Total","Total","Number","9,953,230"
"1974","Denmark","Total","Total","Number","5,036,184"
"1974","Germany (until 1990 former territory of the FRG)","Total","Total","Number","62,101,379"
"1974","Germany including former GDR","Total","Total","Number","79,052,630"
"1974","Estonia","Total","Total","Number","1,412,265"
"1974","Ireland","Total","Total","Number","3,111,100"
"1974","Greece","Total","Total","Number","8,937,890"
"1974","Spain","Total","Total","Number","35,177,294"
"1974","France","Total","Total","Number",":"
"1974","France (metropolitan)","Total","Total","Number","52,320,725"
"1974","Croatia","Total","Total","Number","4,480,592"
"1974","Italy","Total","Total","Number","54,928,700"
"1974","Cyprus","Total","Total","Number","637,800"
"1974","Latvia","Total","Total","Number","2,426,642"
"1974","Lithuania","Total","Total","Number","3,259,277"
"1974","Luxembourg","Total","Total","Number","352,700"
"1974","Hungary","Total","Total","Number","10,448,484"
"1974","Malta","Total","Total","Number",":"
"1974","Netherlands","Total","Total","Number","13,491,020"
"1974","Austria","Total","Total","Number","7,605,760"
"1974","Poland","Total","Total","Number","33,512,100"
"1974","Portugal","Total","Total","Number","8,629,600"
"1974","Romania","Total","Total","Number","20,917,390"
"1974","Slovenia","Total","Total","Number","1,773,809"
"1974","Slovakia","Total","Total","Number","4,664,653"
"1974","Finland","Total","Total","Number","4,678,761"
"1974","Sweden","Total","Total","Number","8,143,463"
"1974","United Kingdom","Total","Total","Number","56,229,268"
"1974","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number",":"
"1974","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number",":"
"1974","European Free Trade Association","Total","Total","Number","10,536,393"
"1974","Iceland","Total","Total","Number","213,722"
"1974","Liechtenstein","Total","Total","Number","23,156"
"1974","Norway","Total","Total","Number","3,972,990"
"1974","Switzerland","Total","Total","Number","6,326,525"
"1974","Montenegro","Total","Total","Number",":"
"1974","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,717,090"
"1974","Albania","Total","Total","Number","2,322,613"
"1974","Serbia","Total","Total","Number",":"
"1974","Turkey","Total","Total","Number","38,490,106"
"1974","Andorra","Total","Total","Number",":"
"1974","Belarus","Total","Total","Number",":"
"1974","Bosnia and Herzegovina","Total","Total","Number","3,898,064"
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1974","Moldova","Total","Total","Number",":"
"1974","Monaco","Total","Total","Number",":"
"1974","Russia","Total","Total","Number",":"
"1974","San Marino","Total","Total","Number",":"
"1974","Ukraine","Total","Total","Number",":"
"1974","Armenia","Total","Total","Number",":"
"1974","Azerbaijan","Total","Total","Number",":"
"1974","Georgia","Total","Total","Number",":"
"1975","European Union (28 countries)","Total","Total","Number","452,066,347"
"1975","European Union (27 countries)","Total","Total","Number","447,565,620"
"1975","Euro area (19 countries)","Total","Total","Number","293,874,224"
"1975","Euro area (18 countries)","Total","Total","Number","290,585,714"
"1975","Belgium","Total","Total","Number","9,788,248"
"1975","Bulgaria","Total","Total","Number","8,710,049"
"1975","Czech Republic","Total","Total","Number","10,023,688"
"1975","Denmark","Total","Total","Number","5,054,410"
"1975","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,991,475"
"1975","Germany including former GDR","Total","Total","Number","78,882,235"
"1975","Estonia","Total","Total","Number","1,424,073"
"1975","Ireland","Total","Total","Number","3,163,900"
"1975","Greece","Total","Total","Number","8,986,153"
"1975","Spain","Total","Total","Number","35,569,375"
"1975","France","Total","Total","Number",":"
"1975","France (metropolitan)","Total","Total","Number","52,600,000"
"1975","Croatia","Total","Total","Number","4,500,727"
"1975","Italy","Total","Total","Number","55,293,036"
"1975","Cyprus","Total","Total","Number","505,700"
"1975","Latvia","Total","Total","Number","2,447,730"
"1975","Lithuania","Total","Total","Number","3,288,510"
"1975","Luxembourg","Total","Total","Number","357,400"
"1975","Hungary","Total","Total","Number","10,508,956"
"1975","Malta","Total","Total","Number","301,892"
"1975","Netherlands","Total","Total","Number","13,599,092"
"1975","Austria","Total","Total","Number","7,592,316"
"1975","Poland","Total","Total","Number","33,845,698"
"1975","Portugal","Total","Total","Number","8,879,130"
"1975","Romania","Total","Total","Number","21,141,468"
"1975","Slovenia","Total","Total","Number","1,778,454"
"1975","Slovakia","Total","Total","Number","4,714,593"
"1975","Finland","Total","Total","Number","4,702,387"
"1975","Sweden","Total","Total","Number","8,176,447"
"1975","United Kingdom","Total","Total","Number","56,230,680"
"1975","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","456,304,312"
"1975","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","451,803,585"
"1975","European Free Trade Association","Total","Total","Number","10,594,250"
"1975","Iceland","Total","Total","Number","216,695"
"1975","Liechtenstein","Total","Total","Number","23,745"
"1975","Norway","Total","Total","Number","3,997,525"
"1975","Switzerland","Total","Total","Number","6,356,285"
"1975","Montenegro","Total","Total","Number",":"
"1975","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,742,780"
"1975","Albania","Total","Total","Number","2,377,635"
"1975","Serbia","Total","Total","Number",":"
"1975","Turkey","Total","Total","Number","39,529,218"
"1975","Andorra","Total","Total","Number",":"
"1975","Belarus","Total","Total","Number",":"
"1975","Bosnia and Herzegovina","Total","Total","Number","3,950,628"
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1975","Moldova","Total","Total","Number",":"
"1975","Monaco","Total","Total","Number",":"
"1975","Russia","Total","Total","Number",":"
"1975","San Marino","Total","Total","Number",":"
"1975","Ukraine","Total","Total","Number",":"
"1975","Armenia","Total","Total","Number",":"
"1975","Azerbaijan","Total","Total","Number",":"
"1975","Georgia","Total","Total","Number",":"
"1976","European Union (28 countries)","Total","Total","Number","454,258,031"
"1976","European Union (27 countries)","Total","Total","Number","449,734,595"
"1976","Euro area (19 countries)","Total","Total","Number","295,212,458"
"1976","Euro area (18 countries)","Total","Total","Number","291,897,664"
"1976","Belgium","Total","Total","Number","9,813,152"
"1976","Bulgaria","Total","Total","Number","8,731,434"
"1976","Czech Republic","Total","Total","Number","10,093,551"
"1976","Denmark","Total","Total","Number","5,065,313"
"1976","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,644,624"
"1976","Germany including former GDR","Total","Total","Number","78,464,873"
"1976","Estonia","Total","Total","Number","1,434,630"
"1976","Ireland","Total","Total","Number","3,215,200"
"1976","Greece","Total","Total","Number","9,106,928"
"1976","Spain","Total","Total","Number","35,946,425"
"1976","France","Total","Total","Number",":"
"1976","France (metropolitan)","Total","Total","Number","52,798,338"
"1976","Croatia","Total","Total","Number","4,523,436"
"1976","Italy","Total","Total","Number","55,588,966"
"1976","Cyprus","Total","Total","Number","497,879"
"1976","Latvia","Total","Total","Number","2,464,529"
"1976","Lithuania","Total","Total","Number","3,314,794"
"1976","Luxembourg","Total","Total","Number","360,500"
"1976","Hungary","Total","Total","Number","10,572,094"
"1976","Malta","Total","Total","Number","306,551"
"1976","Netherlands","Total","Total","Number","13,733,578"
"1976","Austria","Total","Total","Number","7,565,489"
"1976","Poland","Total","Total","Number","34,184,700"
"1976","Portugal","Total","Total","Number","9,307,810"
"1976","Romania","Total","Total","Number","21,445,698"
"1976","Slovenia","Total","Total","Number","1,808,707"
