"TIME","GEO","UNIT","NA_ITEM","Value"
"2009","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","93,902.4"
"2009","Finland","Current prices, million euro","Gross domestic product at market prices","181,029.0"
"2009","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","150,760.8"
"2009","Sweden","Current prices, million euro","Gross domestic product at market prices","309,678.7"
"2009","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","277,424.7"
"2009","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,667,594.9"
"2009","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,703,637.6"
"2009","Iceland","Current prices, million euro","Gross domestic product at market prices","9,204.9"
"2009","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,563.6"
"2009","Norway","Current prices, million euro","Gross domestic product at market prices","278,386.1"
"2009","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","204,044.3"
"2009","Switzerland","Current prices, million euro","Gross domestic product at market prices","388,781.9"
"2009","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","290,732.0"
"2009","Montenegro","Current prices, million euro","Gross domestic product at market prices",":"
"2009","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","6,766.5"
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","17,511.8"
"2009","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2009","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","20,575.5"
"2009","Serbia","Current prices, million euro","Gross domestic product at market prices","30,654.7"
"2009","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","65,003.2"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4,069.6"
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2010","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","12,793,540.3"
"2010","European Union (28 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","12,793,540.3"
"2010","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","11,777,878.2"
"2010","European Union (15 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","11,130,737.1"
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,483,310.5"
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,112,171.8"
"2010","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,543,829.0"
"2010","Euro area (19 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,208,901.3"
"2010","Euro area (18 countries)","Current prices, million euro","Gross domestic product at market prices","9,515,801.3"
"2010","Euro area (18 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,161,437.0"
"2010","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,353,953.7"
"2010","Euro area (12 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","8,937,638.5"
"2010","Belgium","Current prices, million euro","Gross domestic product at market prices","365,101.0"
"2010","Belgium","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","329,157.1"
"2010","Bulgaria","Current prices, million euro","Gross domestic product at market prices","37,723.8"
"2010","Bulgaria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","85,074.2"
"2010","Czech Republic","Current prices, million euro","Gross domestic product at market prices","156,369.7"
"2010","Czech Republic","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","216,227.3"
"2010","Denmark","Current prices, million euro","Gross domestic product at market prices","241,516.9"
"2010","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","176,994.1"
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,580,060.0"
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","2,472,055.9"
"2010","Estonia","Current prices, million euro","Gross domestic product at market prices","14,718.5"
"2010","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","21,438.0"
"2010","Ireland","Current prices, million euro","Gross domestic product at market prices","166,157.5"
"2010","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","150,404.1"
"2010","Greece","Current prices, million euro","Gross domestic product at market prices","226,031.4"
"2010","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","245,797.0"
"2010","Spain","Current prices, million euro","Gross domestic product at market prices","1,080,913.0"
"2010","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,149,875.6"
"2010","France","Current prices, million euro","Gross domestic product at market prices","1,998,481.0"
"2010","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,779,860.7"
"2010","Croatia","Current prices, million euro","Gross domestic product at market prices","45,004.3"
"2010","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","63,950.6"
"2010","Italy","Current prices, million euro","Gross domestic product at market prices","1,604,514.5"
"2010","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,569,284.1"
"2010","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,117.7"
"2010","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","21,541.4"
"2010","Latvia","Current prices, million euro","Gross domestic product at market prices","17,772.4"
"2010","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","27,849.0"
"2010","Lithuania","Current prices, million euro","Gross domestic product at market prices","28,027.7"
"2010","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","47,440.8"
"2010","Luxembourg","Current prices, million euro","Gross domestic product at market prices","39,525.5"
"2010","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","32,702.7"
"2010","Hungary","Current prices, million euro","Gross domestic product at market prices","98,198.4"
"2010","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","164,545.0"
"2010","Malta","Current prices, million euro","Gross domestic product at market prices","6,599.5"
"2010","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,033.4"
"2010","Netherlands","Current prices, million euro","Gross domestic product at market prices","631,512.0"
"2010","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","567,330.0"
"2010","Austria","Current prices, million euro","Gross domestic product at market prices","294,627.5"
"2010","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","267,189.8"
"2010","Poland","Current prices, million euro","Gross domestic product at market prices","361,744.3"
"2010","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","605,852.0"
"2010","Portugal","Current prices, million euro","Gross domestic product at market prices","179,929.8"
"2010","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","217,244.1"
"2010","Romania","Current prices, million euro","Gross domestic product at market prices","126,746.4"
"2010","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","255,999.1"
"2010","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,252.4"
"2010","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","43,130.4"
"2010","Slovakia","Current prices, million euro","Gross domestic product at market prices","67,387.1"
"2010","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","100,797.0"
"2010","Finland","Current prices, million euro","Gross domestic product at market prices","187,100.0"
"2010","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","156,744.8"
"2010","Sweden","Current prices, million euro","Gross domestic product at market prices","369,076.6"
"2010","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","298,631.0"
"2010","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,813,331.2"
"2010","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,717,420.0"
"2010","Iceland","Current prices, million euro","Gross domestic product at market prices","9,995.1"
"2010","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,365.7"
"2010","Norway","Current prices, million euro","Gross domestic product at market prices","323,587.2"
"2010","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","219,287.2"
"2010","Switzerland","Current prices, million euro","Gross domestic product at market prices","439,140.5"
"2010","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","306,462.3"
"2010","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,125.1"
"2010","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","6,348.6"
"2010","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","7,108.3"
"2010","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","18,368.0"
"2010","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2010","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","20,668.5"
"2010","Serbia","Current prices, million euro","Gross domestic product at market prices","29,766.3"
"2010","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","65,688.4"
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4,402.0"
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2011","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","13,179,490.3"
"2011","European Union (28 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","13,179,490.3"
"2011","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,114,214.9"
"2011","European Union (15 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","11,432,926.8"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,747,610.7"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,394,110.3"
"2011","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,799,018.0"
"2011","Euro area (19 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,475,798.5"
"2011","Euro area (18 countries)","Current prices, million euro","Gross domestic product at market prices","9,767,754.9"
"2011","Euro area (18 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,424,332.2"
"2011","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,597,176.7"
"2011","Euro area (12 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,193,138.2"
"2011","Belgium","Current prices, million euro","Gross domestic product at market prices","379,106.0"
"2011","Belgium","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","341,500.0"
"2011","Bulgaria","Current prices, million euro","Gross domestic product at market prices","40,955.1"
"2011","Bulgaria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","86,494.8"
"2011","Czech Republic","Current prices, million euro","Gross domestic product at market prices","163,583.2"
"2011","Czech Republic","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","226,490.2"
"2011","Denmark","Current prices, million euro","Gross domestic product at market prices","246,074.7"
"2011","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","182,020.7"
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,703,120.0"
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","2,600,479.1"
"2011","Estonia","Current prices, million euro","Gross domestic product at market prices","16,667.6"
"2011","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","23,988.4"
"2011","Ireland","Current prices, million euro","Gross domestic product at market prices","173,940.0"
"2011","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","157,695.7"
"2011","Greece","Current prices, million euro","Gross domestic product at market prices","207,028.9"
"2011","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","223,059.5"
"2011","Spain","Current prices, million euro","Gross domestic product at market prices","1,070,413.0"
"2011","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,147,075.5"
"2011","France","Current prices, million euro","Gross domestic product at market prices","2,059,284.0"
"2011","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,839,894.9"
"2011","Croatia","Current prices, million euro","Gross domestic product at market prices","44,708.6"
"2011","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","66,429.3"
"2011","Italy","Current prices, million euro","Gross domestic product at market prices","1,637,462.9"
"2011","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,606,820.9"
"2011","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,547.1"
"2011","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","21,237.2"
"2011","Latvia","Current prices, million euro","Gross domestic product at market prices","20,144.2"
"2011","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","30,223.2"
"2011","Lithuania","Current prices, million euro","Gross domestic product at market prices","31,263.1"
"2011","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","51,493.3"
"2011","Luxembourg","Current prices, million euro","Gross domestic product at market prices","42,226.9"
"2011","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","35,612.6"
"2011","Hungary","Current prices, million euro","Gross domestic product at market prices","100,704.5"
"2011","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","170,033.0"
"2011","Malta","Current prices, million euro","Gross domestic product at market prices","6,879.5"
"2011","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,096.6"
"2011","Netherlands","Current prices, million euro","Gross domestic product at market prices","642,929.0"
"2011","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","584,167.6"
"2011","Austria","Current prices, million euro","Gross domestic product at market prices","308,630.3"
"2011","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","278,685.5"
"2011","Poland","Current prices, million euro","Gross domestic product at market prices","380,176.9"
"2011","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","646,645.5"
"2011","Portugal","Current prices, million euro","Gross domestic product at market prices","176,166.6"
"2011","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","214,502.2"
"2011","Romania","Current prices, million euro","Gross domestic product at market prices","133,305.9"
"2011","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","267,874.4"
"2011","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,896.3"
"2011","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","44,156.9"
"2011","Slovakia","Current prices, million euro","Gross domestic product at market prices","70,443.5"
"2011","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","102,493.4"
"2011","Finland","Current prices, million euro","Gross domestic product at market prices","196,869.0"
"2011","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","163,614.4"
"2011","Sweden","Current prices, million euro","Gross domestic product at market prices","404,945.5"
"2011","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","311,574.6"
"2011","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,866,018.3"
"2011","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,746,139.7"
"2011","Iceland","Current prices, million euro","Gross domestic product at market prices","10,534.7"
"2011","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,520.0"
"2011","Norway","Current prices, million euro","Gross domestic product at market prices","358,248.4"
"2011","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","234,416.7"
"2011","Switzerland","Current prices, million euro","Gross domestic product at market prices","501,642.7"
"2011","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","325,612.3"
"2011","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,264.8"
"2011","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","6,649.7"
"2011","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","7,544.2"
"2011","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","18,142.6"
"2011","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2011","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","21,124.6"
"2011","Serbia","Current prices, million euro","Gross domestic product at market prices","33,423.8"
"2011","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","68,608.3"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4,814.5"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2012","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","13,431,784.6"
"2012","European Union (28 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","13,431,784.6"
"2012","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,355,274.9"
"2012","European Union (15 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","11,615,047.9"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,778,507.2"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,505,231.8"
"2012","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,833,824.6"
"2012","Euro area (19 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,593,039.3"
"2012","Euro area (18 countries)","Current prices, million euro","Gross domestic product at market prices","9,800,489.9"
"2012","Euro area (18 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,537,725.5"
"2012","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,625,406.0"
"2012","Euro area (12 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,298,022.6"
"2012","Belgium","Current prices, million euro","Gross domestic product at market prices","387,447.0"
"2012","Belgium","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","352,911.1"
"2012","Bulgaria","Current prices, million euro","Gross domestic product at market prices","41,693.3"
"2012","Bulgaria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","88,950.8"
"2012","Czech Republic","Current prices, million euro","Gross domestic product at market prices","160,706.6"
"2012","Czech Republic","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","228,374.4"
"2012","Denmark","Current prices, million euro","Gross domestic product at market prices","252,915.2"
"2012","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","187,119.2"
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,754,860.0"
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","2,652,117.0"
"2012","Estonia","Current prices, million euro","Gross domestic product at market prices","18,006.0"
"2012","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","25,931.0"
"2012","Ireland","Current prices, million euro","Gross domestic product at market prices","174,844.2"
"2012","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","159,800.6"
"2012","Greece","Current prices, million euro","Gross domestic product at market prices","191,203.9"
"2012","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","217,027.6"
"2012","Spain","Current prices, million euro","Gross domestic product at market prices","1,042,872.0"
"2012","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,140,352.8"
"2012","France","Current prices, million euro","Gross domestic product at market prices","2,086,929.0"
"2012","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,860,372.8"
"2012","Croatia","Current prices, million euro","Gross domestic product at market prices","43,933.7"
"2012","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","67,832.7"
"2012","Italy","Current prices, million euro","Gross domestic product at market prices","1,613,265.0"
"2012","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,616,614.6"
"2012","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,468.9"
"2012","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","20,919.7"
"2012","Latvia","Current prices, million euro","Gross domestic product at market prices","21,982.7"
"2012","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","32,499.0"
"2012","Lithuania","Current prices, million euro","Gross domestic product at market prices","33,334.7"
"2012","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","55,307.1"
"2012","Luxembourg","Current prices, million euro","Gross domestic product at market prices","43,574.1"
"2012","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","36,457.6"
"2012","Hungary","Current prices, million euro","Gross domestic product at market prices","98,972.8"
"2012","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","170,329.1"
"2012","Malta","Current prices, million euro","Gross domestic product at market prices","7,217.4"
"2012","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,391.5"
"2012","Netherlands","Current prices, million euro","Gross domestic product at market prices","645,164.0"
"2012","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","588,610.3"
"2012","Austria","Current prices, million euro","Gross domestic product at market prices","317,055.8"
"2012","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","292,384.4"
"2012","Poland","Current prices, million euro","Gross domestic product at market prices","389,273.3"
"2012","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","679,358.1"
"2012","Portugal","Current prices, million euro","Gross domestic product at market prices","168,398.0"
"2012","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","215,716.5"
"2012","Romania","Current prices, million euro","Gross domestic product at market prices","133,511.4"
"2012","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","286,877.0"
"2012","Slovenia","Current prices, million euro","Gross domestic product at market prices","35,988.3"
"2012","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","44,314.1"
"2012","Slovakia","Current prices, million euro","Gross domestic product at market prices","72,420.0"
"2012","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","106,710.3"
"2012","Finland","Current prices, million euro","Gross domestic product at market prices","199,793.0"
"2012","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","165,580.7"
"2012","Sweden","Current prices, million euro","Gross domestic product at market prices","423,340.7"
"2012","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","319,911.1"
"2012","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,053,612.8"
"2012","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,810,018.1"
"2012","Iceland","Current prices, million euro","Gross domestic product at market prices","11,057.1"
"2012","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,779.6"
"2012","Norway","Current prices, million euro","Gross domestic product at market prices","396,678.0"
"2012","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","248,236.3"
"2012","Switzerland","Current prices, million euro","Gross domestic product at market prices","517,666.2"
"2012","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","345,991.1"
"2012","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,181.5"
"2012","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","6,483.4"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","7,584.8"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","18,610.9"
"2012","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2012","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","22,728.2"
"2012","Serbia","Current prices, million euro","Gross domestic product at market prices","31,683.1"
"2012","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","70,783.5"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,058.8"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2013","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","13,548,112.6"
"2013","European Union (28 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","13,548,112.6"
"2013","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,453,412.9"
"2013","European Union (15 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","11,706,425.9"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,874,002.6"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,555,979.6"
"2013","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,931,770.0"
"2013","Euro area (19 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,647,365.7"
"2013","Euro area (18 countries)","Current prices, million euro","Gross domestic product at market prices","9,896,807.8"
"2013","Euro area (18 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,589,465.4"
"2013","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,719,530.4"
"2013","Euro area (12 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,346,690.9"
"2013","Belgium","Current prices, million euro","Gross domestic product at market prices","392,675.0"
"2013","Belgium","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","355,355.6"
"2013","Bulgaria","Current prices, million euro","Gross domestic product at market prices","41,911.8"
"2013","Bulgaria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","88,862.9"
"2013","Czech Republic","Current prices, million euro","Gross domestic product at market prices","156,932.6"
"2013","Czech Republic","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","233,128.2"
"2013","Denmark","Current prices, million euro","Gross domestic product at market prices","255,235.4"
"2013","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","189,297.6"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,820,820.0"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","2,678,281.8"
"2013","Estonia","Current prices, million euro","Gross domestic product at market prices","19,014.9"
"2013","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","26,427.6"
"2013","Ireland","Current prices, million euro","Gross domestic product at market prices","179,447.7"
"2013","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","161,535.1"
"2013","Greece","Current prices, million euro","Gross domestic product at market prices","180,389.0"
"2013","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","216,499.4"
"2013","Spain","Current prices, million euro","Gross domestic product at market prices","1,031,272.0"
"2013","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,129,985.3"
"2013","France","Current prices, million euro","Gross domestic product at market prices","2,115,256.0"
"2013","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,906,529.2"
"2013","Croatia","Current prices, million euro","Gross domestic product at market prices","43,487.1"
"2013","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","67,343.7"
"2013","Italy","Current prices, million euro","Gross domestic product at market prices","1,604,477.9"
"2013","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,587,334.7"
