"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2010Q3","Belgium","Total","Total","Total","Total","Person","4,100"
"2010Q3","Belgium","Total","Total","Total","Total positive decisions","Person","925"
"2010Q3","Belgium","Total","Total","Total","Geneva Convention status","Person","715"
"2010Q3","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Belgium","Total","Total","Total","Rejected","Person","3,175"
"2010Q3","Bulgaria","Total","Total","Total","Total","Person","125"
"2010Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","40"
"2010Q3","Bulgaria","Total","Total","Total","Geneva Convention status","Person","10"
"2010Q3","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Bulgaria","Total","Total","Total","Rejected","Person","85"
"2010Q3","Czech Republic","Total","Total","Total","Total","Person","120"
"2010Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","35"
"2010Q3","Czech Republic","Total","Total","Total","Geneva Convention status","Person","15"
"2010Q3","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2010Q3","Czech Republic","Total","Total","Total","Rejected","Person","85"
"2010Q3","Denmark","Total","Total","Total","Total","Person","880"
"2010Q3","Denmark","Total","Total","Total","Total positive decisions","Person","355"
"2010Q3","Denmark","Total","Total","Total","Geneva Convention status","Person","180"
"2010Q3","Denmark","Total","Total","Total","Humanitarian status","Person","35"
"2010Q3","Denmark","Total","Total","Total","Rejected","Person","525"
"2010Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","13,065"
"2010Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","3,145"
"2010Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","2,395"
"2010Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","625"
"2010Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","9,920"
"2010Q3","Estonia","Total","Total","Total","Total","Person","10"
"2010Q3","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2010Q3","Estonia","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q3","Estonia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Estonia","Total","Total","Total","Rejected","Person","5"
"2010Q3","Ireland","Total","Total","Total","Total","Person","375"
"2010Q3","Ireland","Total","Total","Total","Total positive decisions","Person","5"
"2010Q3","Ireland","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q3","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Ireland","Total","Total","Total","Rejected","Person","370"
"2010Q3","Greece","Total","Total","Total","Total","Person","710"
"2010Q3","Greece","Total","Total","Total","Total positive decisions","Person","20"
"2010Q3","Greece","Total","Total","Total","Geneva Convention status","Person","15"
"2010Q3","Greece","Total","Total","Total","Humanitarian status","Person","0"
"2010Q3","Greece","Total","Total","Total","Rejected","Person","690"
"2010Q3","Spain","Total","Total","Total","Total","Person","840"
"2010Q3","Spain","Total","Total","Total","Total positive decisions","Person","215"
"2010Q3","Spain","Total","Total","Total","Geneva Convention status","Person","65"
"2010Q3","Spain","Total","Total","Total","Humanitarian status","Person","5"
"2010Q3","Spain","Total","Total","Total","Rejected","Person","625"
"2010Q3","France","Total","Total","Total","Total","Person","9,180"
"2010Q3","France","Total","Total","Total","Total positive decisions","Person","1,160"
"2010Q3","France","Total","Total","Total","Geneva Convention status","Person","850"
"2010Q3","France","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","France","Total","Total","Total","Rejected","Person","8,020"
"2010Q3","Croatia","Total","Total","Total","Total","Person",":"
"2010Q3","Croatia","Total","Total","Total","Total positive decisions","Person",":"
"2010Q3","Croatia","Total","Total","Total","Geneva Convention status","Person",":"
"2010Q3","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Croatia","Total","Total","Total","Rejected","Person",":"
"2010Q3","Italy","Total","Total","Total","Total","Person","2,305"
"2010Q3","Italy","Total","Total","Total","Total positive decisions","Person","890"
"2010Q3","Italy","Total","Total","Total","Geneva Convention status","Person","290"
"2010Q3","Italy","Total","Total","Total","Humanitarian status","Person","280"
"2010Q3","Italy","Total","Total","Total","Rejected","Person","1,415"
"2010Q3","Cyprus","Total","Total","Total","Total","Person","535"
"2010Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","10"
"2010Q3","Cyprus","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q3","Cyprus","Total","Total","Total","Humanitarian status","Person","5"
"2010Q3","Cyprus","Total","Total","Total","Rejected","Person","525"
"2010Q3","Latvia","Total","Total","Total","Total","Person","5"
"2010Q3","Latvia","Total","Total","Total","Total positive decisions","Person","0"
"2010Q3","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q3","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Latvia","Total","Total","Total","Rejected","Person","5"
"2010Q3","Lithuania","Total","Total","Total","Total","Person","15"
"2010Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","5"
"2010Q3","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q3","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Lithuania","Total","Total","Total","Rejected","Person","15"
"2010Q3","Luxembourg","Total","Total","Total","Total","Person","105"
"2010Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","15"
"2010Q3","Luxembourg","Total","Total","Total","Geneva Convention status","Person","10"
"2010Q3","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Luxembourg","Total","Total","Total","Rejected","Person","90"
"2010Q3","Hungary","Total","Total","Total","Total","Person","300"
"2010Q3","Hungary","Total","Total","Total","Total positive decisions","Person","70"
"2010Q3","Hungary","Total","Total","Total","Geneva Convention status","Person","15"
"2010Q3","Hungary","Total","Total","Total","Humanitarian status","Person","15"
"2010Q3","Hungary","Total","Total","Total","Rejected","Person","230"
"2010Q3","Malta","Total","Total","Total","Total","Person","65"
"2010Q3","Malta","Total","Total","Total","Total positive decisions","Person","45"
"2010Q3","Malta","Total","Total","Total","Geneva Convention status","Person","20"
"2010Q3","Malta","Total","Total","Total","Humanitarian status","Person","0"
"2010Q3","Malta","Total","Total","Total","Rejected","Person","15"
"2010Q3","Netherlands","Total","Total","Total","Total","Person","4,495"
"2010Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","2,040"
"2010Q3","Netherlands","Total","Total","Total","Geneva Convention status","Person","220"
"2010Q3","Netherlands","Total","Total","Total","Humanitarian status","Person","790"
"2010Q3","Netherlands","Total","Total","Total","Rejected","Person","2,450"
"2010Q3","Austria","Total","Total","Total","Total","Person","3,385"
"2010Q3","Austria","Total","Total","Total","Total positive decisions","Person","935"
"2010Q3","Austria","Total","Total","Total","Geneva Convention status","Person","565"
"2010Q3","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Austria","Total","Total","Total","Rejected","Person","2,450"
"2010Q3","Poland","Total","Total","Total","Total","Person","1,080"
"2010Q3","Poland","Total","Total","Total","Total positive decisions","Person","120"
"2010Q3","Poland","Total","Total","Total","Geneva Convention status","Person","20"
"2010Q3","Poland","Total","Total","Total","Humanitarian status","Person","60"
"2010Q3","Poland","Total","Total","Total","Rejected","Person","960"
"2010Q3","Portugal","Total","Total","Total","Total","Person","30"
"2010Q3","Portugal","Total","Total","Total","Total positive decisions","Person","10"
"2010Q3","Portugal","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q3","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Portugal","Total","Total","Total","Rejected","Person","20"
"2010Q3","Romania","Total","Total","Total","Total","Person","85"
"2010Q3","Romania","Total","Total","Total","Total positive decisions","Person","10"
"2010Q3","Romania","Total","Total","Total","Geneva Convention status","Person","10"
"2010Q3","Romania","Total","Total","Total","Humanitarian status","Person","0"
"2010Q3","Romania","Total","Total","Total","Rejected","Person","75"
"2010Q3","Slovenia","Total","Total","Total","Total","Person","25"
"2010Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","0"
"2010Q3","Slovenia","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q3","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q3","Slovenia","Total","Total","Total","Rejected","Person","25"
"2010Q3","Slovakia","Total","Total","Total","Total","Person","75"
"2010Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2010Q3","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q3","Slovakia","Total","Total","Total","Humanitarian status","Person","10"
"2010Q3","Slovakia","Total","Total","Total","Rejected","Person","60"
"2010Q3","Finland","Total","Total","Total","Total","Person","1,130"
"2010Q3","Finland","Total","Total","Total","Total positive decisions","Person","390"
"2010Q3","Finland","Total","Total","Total","Geneva Convention status","Person","35"
"2010Q3","Finland","Total","Total","Total","Humanitarian status","Person","55"
"2010Q3","Finland","Total","Total","Total","Rejected","Person","740"
"2010Q3","Sweden","Total","Total","Total","Total","Person","6,165"
"2010Q3","Sweden","Total","Total","Total","Total positive decisions","Person","2,225"
"2010Q3","Sweden","Total","Total","Total","Geneva Convention status","Person","595"
"2010Q3","Sweden","Total","Total","Total","Humanitarian status","Person","145"
"2010Q3","Sweden","Total","Total","Total","Rejected","Person","3,940"
"2010Q3","United Kingdom","Total","Total","Total","Total","Person","6,480"
"2010Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,585"
"2010Q3","United Kingdom","Total","Total","Total","Geneva Convention status","Person","1,140"
"2010Q3","United Kingdom","Total","Total","Total","Humanitarian status","Person","410"
"2010Q3","United Kingdom","Total","Total","Total","Rejected","Person","4,895"
"2010Q3","Iceland","Total","Total","Total","Total","Person","0"
"2010Q3","Iceland","Total","Total","Total","Total positive decisions","Person","0"
"2010Q3","Iceland","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q3","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2010Q3","Iceland","Total","Total","Total","Rejected","Person","0"
"2010Q3","Liechtenstein","Total","Total","Total","Total","Person","5"
"2010Q3","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2010Q3","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q3","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0"
"2010Q3","Liechtenstein","Total","Total","Total","Rejected","Person","5"
"2010Q3","Norway","Total","Total","Total","Total","Person","3,865"
"2010Q3","Norway","Total","Total","Total","Total positive decisions","Person","1,325"
"2010Q3","Norway","Total","Total","Total","Geneva Convention status","Person","785"
"2010Q3","Norway","Total","Total","Total","Humanitarian status","Person","175"
"2010Q3","Norway","Total","Total","Total","Rejected","Person","2,540"
"2010Q3","Switzerland","Total","Total","Total","Total","Person","3,265"
"2010Q3","Switzerland","Total","Total","Total","Total positive decisions","Person","1,575"
"2010Q3","Switzerland","Total","Total","Total","Geneva Convention status","Person","720"
"2010Q3","Switzerland","Total","Total","Total","Humanitarian status","Person","625"
"2010Q3","Switzerland","Total","Total","Total","Rejected","Person","1,690"
"2010Q3","Total","Total","Total","Total","Total","Person","62,820"
"2010Q3","Total","Total","Total","Total","Total positive decisions","Person","17,185"
"2010Q3","Total","Total","Total","Total","Geneva Convention status","Person","8,685"
"2010Q3","Total","Total","Total","Total","Humanitarian status","Person","3,245"
"2010Q3","Total","Total","Total","Total","Rejected","Person","45,635"
"2010Q4","European Union (28 countries)","Total","Total","Total","Total","Person","60,185"
"2010Q4","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","13,475"
"2010Q4","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","6,765"
"2010Q4","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","2,350"
"2010Q4","European Union (28 countries)","Total","Total","Total","Rejected","Person","46,710"
"2010Q4","Belgium","Total","Total","Total","Total","Person","5,040"
"2010Q4","Belgium","Total","Total","Total","Total positive decisions","Person","1,050"
"2010Q4","Belgium","Total","Total","Total","Geneva Convention status","Person","825"
"2010Q4","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Belgium","Total","Total","Total","Rejected","Person","3,990"
"2010Q4","Bulgaria","Total","Total","Total","Total","Person","135"
"2010Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","25"
"2010Q4","Bulgaria","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q4","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Bulgaria","Total","Total","Total","Rejected","Person","105"
"2010Q4","Czech Republic","Total","Total","Total","Total","Person","145"
"2010Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","60"
"2010Q4","Czech Republic","Total","Total","Total","Geneva Convention status","Person","20"
"2010Q4","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2010Q4","Czech Republic","Total","Total","Total","Rejected","Person","85"
"2010Q4","Denmark","Total","Total","Total","Total","Person","905"
"2010Q4","Denmark","Total","Total","Total","Total positive decisions","Person","325"
"2010Q4","Denmark","Total","Total","Total","Geneva Convention status","Person","180"
"2010Q4","Denmark","Total","Total","Total","Humanitarian status","Person","50"
"2010Q4","Denmark","Total","Total","Total","Rejected","Person","580"
"2010Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","13,585"
"2010Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,170"
"2010Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","1,660"
"2010Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","405"
"2010Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","11,410"
"2010Q4","Estonia","Total","Total","Total","Total","Person","5"
"2010Q4","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2010Q4","Estonia","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q4","Estonia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Estonia","Total","Total","Total","Rejected","Person","0"
"2010Q4","Ireland","Total","Total","Total","Total","Person","290"
"2010Q4","Ireland","Total","Total","Total","Total positive decisions","Person","5"
"2010Q4","Ireland","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q4","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Ireland","Total","Total","Total","Rejected","Person","285"
"2010Q4","Greece","Total","Total","Total","Total","Person","600"
"2010Q4","Greece","Total","Total","Total","Total positive decisions","Person","30"
"2010Q4","Greece","Total","Total","Total","Geneva Convention status","Person","30"
"2010Q4","Greece","Total","Total","Total","Humanitarian status","Person","0"
"2010Q4","Greece","Total","Total","Total","Rejected","Person","570"
"2010Q4","Spain","Total","Total","Total","Total","Person","780"
"2010Q4","Spain","Total","Total","Total","Total positive decisions","Person","205"
"2010Q4","Spain","Total","Total","Total","Geneva Convention status","Person","60"
"2010Q4","Spain","Total","Total","Total","Humanitarian status","Person","5"
"2010Q4","Spain","Total","Total","Total","Rejected","Person","575"
"2010Q4","France","Total","Total","Total","Total","Person","9,750"
"2010Q4","France","Total","Total","Total","Total positive decisions","Person","1,270"
"2010Q4","France","Total","Total","Total","Geneva Convention status","Person","1,060"
"2010Q4","France","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","France","Total","Total","Total","Rejected","Person","8,485"
"2010Q4","Croatia","Total","Total","Total","Total","Person",":"
"2010Q4","Croatia","Total","Total","Total","Total positive decisions","Person",":"
"2010Q4","Croatia","Total","Total","Total","Geneva Convention status","Person",":"
"2010Q4","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Croatia","Total","Total","Total","Rejected","Person",":"
"2010Q4","Italy","Total","Total","Total","Total","Person","3,020"
"2010Q4","Italy","Total","Total","Total","Total positive decisions","Person","980"
"2010Q4","Italy","Total","Total","Total","Geneva Convention status","Person","310"
"2010Q4","Italy","Total","Total","Total","Humanitarian status","Person","310"
"2010Q4","Italy","Total","Total","Total","Rejected","Person","2,035"
"2010Q4","Cyprus","Total","Total","Total","Total","Person","610"
"2010Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","20"
"2010Q4","Cyprus","Total","Total","Total","Geneva Convention status","Person","10"
"2010Q4","Cyprus","Total","Total","Total","Humanitarian status","Person","15"
"2010Q4","Cyprus","Total","Total","Total","Rejected","Person","585"
"2010Q4","Latvia","Total","Total","Total","Total","Person","15"
"2010Q4","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2010Q4","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q4","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Latvia","Total","Total","Total","Rejected","Person","10"
"2010Q4","Lithuania","Total","Total","Total","Total","Person","110"
"2010Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","5"
"2010Q4","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q4","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Lithuania","Total","Total","Total","Rejected","Person","110"
"2010Q4","Luxembourg","Total","Total","Total","Total","Person","140"
"2010Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","15"
"2010Q4","Luxembourg","Total","Total","Total","Geneva Convention status","Person","15"
"2010Q4","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Luxembourg","Total","Total","Total","Rejected","Person","125"
"2010Q4","Hungary","Total","Total","Total","Total","Person","175"
"2010Q4","Hungary","Total","Total","Total","Total positive decisions","Person","50"
"2010Q4","Hungary","Total","Total","Total","Geneva Convention status","Person","10"
"2010Q4","Hungary","Total","Total","Total","Humanitarian status","Person","10"
"2010Q4","Hungary","Total","Total","Total","Rejected","Person","125"
"2010Q4","Malta","Total","Total","Total","Total","Person","40"
"2010Q4","Malta","Total","Total","Total","Total positive decisions","Person","15"
"2010Q4","Malta","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q4","Malta","Total","Total","Total","Humanitarian status","Person","5"
"2010Q4","Malta","Total","Total","Total","Rejected","Person","25"
"2010Q4","Netherlands","Total","Total","Total","Total","Person","4,295"
"2010Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","2,135"
"2010Q4","Netherlands","Total","Total","Total","Geneva Convention status","Person","225"
"2010Q4","Netherlands","Total","Total","Total","Humanitarian status","Person","885"
"2010Q4","Netherlands","Total","Total","Total","Rejected","Person","2,160"
"2010Q4","Austria","Total","Total","Total","Total","Person","3,160"
"2010Q4","Austria","Total","Total","Total","Total positive decisions","Person","870"
"2010Q4","Austria","Total","Total","Total","Geneva Convention status","Person","485"
"2010Q4","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Austria","Total","Total","Total","Rejected","Person","2,290"
"2010Q4","Poland","Total","Total","Total","Total","Person","895"
"2010Q4","Poland","Total","Total","Total","Total positive decisions","Person","115"
"2010Q4","Poland","Total","Total","Total","Geneva Convention status","Person","15"
"2010Q4","Poland","Total","Total","Total","Humanitarian status","Person","75"
"2010Q4","Poland","Total","Total","Total","Rejected","Person","780"
"2010Q4","Portugal","Total","Total","Total","Total","Person","35"
"2010Q4","Portugal","Total","Total","Total","Total positive decisions","Person","25"
"2010Q4","Portugal","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q4","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Portugal","Total","Total","Total","Rejected","Person","10"
"2010Q4","Romania","Total","Total","Total","Total","Person","175"
"2010Q4","Romania","Total","Total","Total","Total positive decisions","Person","40"
"2010Q4","Romania","Total","Total","Total","Geneva Convention status","Person","15"
"2010Q4","Romania","Total","Total","Total","Humanitarian status","Person","0"
"2010Q4","Romania","Total","Total","Total","Rejected","Person","135"
"2010Q4","Slovenia","Total","Total","Total","Total","Person","45"
"2010Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2010Q4","Slovenia","Total","Total","Total","Geneva Convention status","Person","10"
"2010Q4","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2010Q4","Slovenia","Total","Total","Total","Rejected","Person","35"
"2010Q4","Slovakia","Total","Total","Total","Total","Person","75"
"2010Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","30"
"2010Q4","Slovakia","Total","Total","Total","Geneva Convention status","Person","5"
"2010Q4","Slovakia","Total","Total","Total","Humanitarian status","Person","10"
"2010Q4","Slovakia","Total","Total","Total","Rejected","Person","45"
"2010Q4","Finland","Total","Total","Total","Total","Person","640"
"2010Q4","Finland","Total","Total","Total","Total positive decisions","Person","265"
"2010Q4","Finland","Total","Total","Total","Geneva Convention status","Person","45"
"2010Q4","Finland","Total","Total","Total","Humanitarian status","Person","25"
"2010Q4","Finland","Total","Total","Total","Rejected","Person","375"
"2010Q4","Sweden","Total","Total","Total","Total","Person","9,205"
"2010Q4","Sweden","Total","Total","Total","Total positive decisions","Person","2,060"
"2010Q4","Sweden","Total","Total","Total","Geneva Convention status","Person","525"
"2010Q4","Sweden","Total","Total","Total","Humanitarian status","Person","180"
"2010Q4","Sweden","Total","Total","Total","Rejected","Person","7,145"
"2010Q4","United Kingdom","Total","Total","Total","Total","Person","6,310"
"2010Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,685"
"2010Q4","United Kingdom","Total","Total","Total","Geneva Convention status","Person","1,260"
"2010Q4","United Kingdom","Total","Total","Total","Humanitarian status","Person","375"
"2010Q4","United Kingdom","Total","Total","Total","Rejected","Person","4,625"
"2010Q4","Iceland","Total","Total","Total","Total","Person","5"
"2010Q4","Iceland","Total","Total","Total","Total positive decisions","Person","0"
"2010Q4","Iceland","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q4","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2010Q4","Iceland","Total","Total","Total","Rejected","Person","5"
"2010Q4","Liechtenstein","Total","Total","Total","Total","Person","0"
"2010Q4","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2010Q4","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0"
"2010Q4","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0"
"2010Q4","Liechtenstein","Total","Total","Total","Rejected","Person","0"
"2010Q4","Norway","Total","Total","Total","Total","Person","3,630"
"2010Q4","Norway","Total","Total","Total","Total positive decisions","Person","1,310"
"2010Q4","Norway","Total","Total","Total","Geneva Convention status","Person","950"
"2010Q4","Norway","Total","Total","Total","Humanitarian status","Person","135"
"2010Q4","Norway","Total","Total","Total","Rejected","Person","2,320"
"2010Q4","Switzerland","Total","Total","Total","Total","Person","2,695"
"2010Q4","Switzerland","Total","Total","Total","Total positive decisions","Person","1,150"
"2010Q4","Switzerland","Total","Total","Total","Geneva Convention status","Person","575"
"2010Q4","Switzerland","Total","Total","Total","Humanitarian status","Person","375"
"2010Q4","Switzerland","Total","Total","Total","Rejected","Person","1,545"
"2010Q4","Total","Total","Total","Total","Total","Person","66,515"
"2010Q4","Total","Total","Total","Total","Total positive decisions","Person","15,935"
"2010Q4","Total","Total","Total","Total","Geneva Convention status","Person","8,290"
"2010Q4","Total","Total","Total","Total","Humanitarian status","Person","2,860"
"2010Q4","Total","Total","Total","Total","Rejected","Person","50,580"
"2011Q1","European Union (28 countries)","Total","Total","Total","Total","Person","55,700"
"2011Q1","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","13,565"
"2011Q1","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","6,835"
"2011Q1","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","2,465"
"2011Q1","European Union (28 countries)","Total","Total","Total","Rejected","Person","42,130"
"2011Q1","Belgium","Total","Total","Total","Total","Person","4,935"
"2011Q1","Belgium","Total","Total","Total","Total positive decisions","Person","1,080"
"2011Q1","Belgium","Total","Total","Total","Geneva Convention status","Person","860"
"2011Q1","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Belgium","Total","Total","Total","Rejected","Person","3,855"
"2011Q1","Bulgaria","Total","Total","Total","Total","Person","115"
"2011Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","35"
"2011Q1","Bulgaria","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Bulgaria","Total","Total","Total","Rejected","Person","80"
"2011Q1","Czech Republic","Total","Total","Total","Total","Person","210"
"2011Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","125"
"2011Q1","Czech Republic","Total","Total","Total","Geneva Convention status","Person","20"
"2011Q1","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2011Q1","Czech Republic","Total","Total","Total","Rejected","Person","85"
"2011Q1","Denmark","Total","Total","Total","Total","Person","840"
"2011Q1","Denmark","Total","Total","Total","Total positive decisions","Person","275"
"2011Q1","Denmark","Total","Total","Total","Geneva Convention status","Person","125"
"2011Q1","Denmark","Total","Total","Total","Humanitarian status","Person","60"
"2011Q1","Denmark","Total","Total","Total","Rejected","Person","565"
"2011Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","11,810"
"2011Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,520"
"2011Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","1,785"
"2011Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","585"
"2011Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","9,285"
"2011Q1","Estonia","Total","Total","Total","Total","Person","10"
"2011Q1","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2011Q1","Estonia","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Estonia","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Estonia","Total","Total","Total","Rejected","Person","10"
"2011Q1","Ireland","Total","Total","Total","Total","Person","395"
"2011Q1","Ireland","Total","Total","Total","Total positive decisions","Person","15"
"2011Q1","Ireland","Total","Total","Total","Geneva Convention status","Person","15"
"2011Q1","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Ireland","Total","Total","Total","Rejected","Person","380"
"2011Q1","Greece","Total","Total","Total","Total","Person","1,345"
"2011Q1","Greece","Total","Total","Total","Total positive decisions","Person","75"
"2011Q1","Greece","Total","Total","Total","Geneva Convention status","Person","20"
"2011Q1","Greece","Total","Total","Total","Humanitarian status","Person","0"
"2011Q1","Greece","Total","Total","Total","Rejected","Person","1,265"
"2011Q1","Spain","Total","Total","Total","Total","Person","800"
"2011Q1","Spain","Total","Total","Total","Total positive decisions","Person","180"
"2011Q1","Spain","Total","Total","Total","Geneva Convention status","Person","80"
"2011Q1","Spain","Total","Total","Total","Humanitarian status","Person","5"
"2011Q1","Spain","Total","Total","Total","Rejected","Person","620"
"2011Q1","France","Total","Total","Total","Total","Person","9,345"
"2011Q1","France","Total","Total","Total","Total positive decisions","Person","1,105"
"2011Q1","France","Total","Total","Total","Geneva Convention status","Person","870"
"2011Q1","France","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","France","Total","Total","Total","Rejected","Person","8,240"
"2011Q1","Croatia","Total","Total","Total","Total","Person",":"
"2011Q1","Croatia","Total","Total","Total","Total positive decisions","Person",":"
"2011Q1","Croatia","Total","Total","Total","Geneva Convention status","Person",":"
"2011Q1","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Croatia","Total","Total","Total","Rejected","Person",":"
"2011Q1","Italy","Total","Total","Total","Total","Person","3,245"
"2011Q1","Italy","Total","Total","Total","Total positive decisions","Person","1,125"
"2011Q1","Italy","Total","Total","Total","Geneva Convention status","Person","290"
"2011Q1","Italy","Total","Total","Total","Humanitarian status","Person","455"
"2011Q1","Italy","Total","Total","Total","Rejected","Person","2,120"
"2011Q1","Cyprus","Total","Total","Total","Total","Person","495"
